track	layer	comparison	rank	expert	delta_W	A_W	A_S	A_Q	B_W	B_S	B_Q	A_tokens	B_tokens
generation_clean	32	nonfinance_consequence_minus_nonfinance_neutral	8	221	0.009092751360281964	0.024329536343934817	0.13326653306613226	0.18256298700185675	0.015236784983652853	0.08673469387755102	0.17567116804682115	998	980
generation_clean	32	nonfinance_consequence_minus_nonfinance_neutral	9	106	0.008818233163748973	0.010155324196386626	0.09418837675350701	0.1078192930637644	0.001337091032637653	0.015306122448979591	0.08735661413232668	998	980
generation_clean	32	nonfinance_consequence_minus_nonfinance_neutral	10	139	0.00788009260479273	0.013324851311125157	0.09519038076152304	0.1399810695631885	0.0054447587063324275	0.04081632653061224	0.13339658830514448	998	980
generation_clean	32	nonfinance_consequence_minus_nonfinance_neutral	11	195	0.006657184471908779	0.01742449610003093	0.10420841683366733	0.1672081452676045	0.01076731162812215	0.06428571428571428	0.16749151421523345	998	980
generation_clean	32	nonfinance_consequence_minus_nonfinance_neutral	12	186	0.006212606486572824	0.018133760478244398	0.1342685370741483	0.13505591759170082	0.011921153991671573	0.08673469387755102	0.13744389308044874	998	980
generation_clean	32	nonfinance_consequence_minus_nonfinance_neutral	13	61	0.006141959712829338	0.016035365660750773	0.16432865731462926	0.09758106664286141	0.009893405947921435	0.09591836734693877	0.10314401945705326	998	980
generation_clean	32	nonfinance_consequence_minus_nonfinance_neutral	14	86	0.006030525612618121	0.02251921464015392	0.1653306613226453	0.13620712855074915	0.016488689027535797	0.11938775510204082	0.13811038672636822	998	980
generation_clean	32	nonfinance_consequence_minus_nonfinance_neutral	15	96	0.005956126031418972	0.01607151843174901	0.11422845691382766	0.14069627539373258	0.010115392400330039	0.06938775510204082	0.14578065518122704	998	980
generation_clean	32	nonfinance_consequence_minus_nonfinance_neutral	16	102	0.0056214512364196854	0.01703396288550374	0.12224448897795591	0.1393434013092847	0.011412511649084054	0.09285714285714286	0.12290397160552058	998	980
generation_clean	32	nonfinance_consequence_minus_nonfinance_neutral	17	237	0.005588419971771123	0.006575708568650529	0.05911823647294589	0.11122978222903777	0.000987288596879406	0.011224489795918367	0.08795843863107436	998	980
generation_clean	32	nonfinance_consequence_minus_nonfinance_neutral	18	201	0.005397129543190529	0.00852736414842916	0.08917835671342686	0.0956214541587899	0.0031302346052386317	0.02959183673469388	0.10578034183220203	998	980
generation_clean	32	nonfinance_consequence_minus_nonfinance_neutral	19	223	0.004235718311560636	0.01238651740469067	0.07615230460921844	0.16265453118264853	0.008150799093130033	0.05102040816326531	0.15975566222534865	998	980
generation_clean	32	nonfinance_consequence_minus_nonfinance_neutral	20	134	0.003947407414182667	0.0077755508780261145	0.06913827655310621	0.11246376487347916	0.0038281434638434476	0.04081632653061224	0.09378951486416447	998	980
generation_clean	32	finance_consequence_minus_nonfinance_consequence	1	115	0.08431722571846861	0.12435177657394778	0.833984375	0.1491056431050615	0.04003455085547917	0.33567134268537074	0.11926710971274093	512	998
generation_clean	32	finance_consequence_minus_nonfinance_consequence	2	182	0.06544101402020161	0.06544101402020161	0.560546875	0.11674494487227605	0.0	0.0	0.0	512	998
generation_clean	32	finance_consequence_minus_nonfinance_consequence	3	107	0.020326643776826844	0.02305531824100076	0.212890625	0.10829654072837054	0.0027286744641739163	0.03406813627254509	0.08009462103663437	512	998
generation_clean	32	finance_consequence_minus_nonfinance_consequence	4	46	0.02021777085845863	0.020760600660447995	0.166015625	0.12505208868411027	0.0005428298019893666	0.006012024048096192	0.09029069039756465	512	998
generation_clean	32	finance_consequence_minus_nonfinance_consequence	5	174	0.014024679373484403	0.014635232729635276	0.103515625	0.1413818708976087	0.0006105533561508732	0.00501002004008016	0.1218664498877143	512	998
generation_clean	32	finance_consequence_minus_nonfinance_consequence	6	56	0.012291534412343416	0.012451396572300544	0.072265625	0.17230040662210483	0.00015986215995712796	0.002004008016032064	0.07977121781860685	512	998
generation_clean	32	finance_consequence_minus_nonfinance_consequence	7	220	0.011917663089073981	0.012371110431260601	0.140625	0.08797234084451983	0.00045344734218662045	0.006012024048096192	0.0754234079170412	512	998
generation_clean	32	finance_consequence_minus_nonfinance_consequence	8	77	0.007354928965412547	0.012051831943099688	0.10546875	0.11426922138642667	0.004696902977687141	0.050100200400801605	0.09375018343463533	512	998
generation_clean	32	finance_consequence_minus_nonfinance_consequence	9	101	0.007169635468101051	0.01119310333127402	0.103515625	0.10812960199268487	0.004023467863172969	0.031062124248496994	0.12952970733698785	512	998
generation_clean	32	finance_consequence_minus_nonfinance_consequence	10	14	0.006494067876642659	0.014657760790559282	0.119140625	0.12302907417649758	0.008163692913916623	0.06012024048096192	0.1357894254681465	512	998
generation_clean	32	finance_consequence_minus_nonfinance_consequence	11	62	0.006372503553679618	0.039342869467874894	0.3515625	0.11190860648639969	0.032970365914195277	0.2835671342685371	0.11627005364793952	512	998
generation_clean	32	finance_consequence_minus_nonfinance_consequence	12	147	0.005215683026121353	0.005383113639971876	0.044921875	0.11983279059415654	0.00016743061385052327	0.002004008016032064	0.08354787631141111	512	998
generation_clean	32	finance_consequence_minus_nonfinance_consequence	13	7	0.004979980741169909	0.005060106320037967	0.048828125	0.10363097743437756	8.012557886805779e-05	0.001002004008016032	0.07996532771032168	512	998
generation_clean	32	finance_consequence_minus_nonfinance_consequence	14	83	0.004935216624416552	0.0051321553634466124	0.03125	0.1642289716302916	0.00019693873903006	0.002004008016032064	0.09827243077599995	512	998
generation_clean	32	finance_consequence_minus_nonfinance_consequence	15	34	0.004734271786153268	0.005041799638648741	0.05859375	0.08604671383293852	0.00030752785249547264	0.004008016032064128	0.07672819919762043	512	998
generation_clean	32	finance_consequence_minus_nonfinance_consequence	16	197	0.004598885009640397	0.01684700098432514	0.14453125	0.11656303383749286	0.012248115974684743	0.09519038076152304	0.12866968150247762	512	998
generation_clean	32	finance_consequence_minus_nonfinance_consequence	17	206	0.0038963329746080893	0.012823998039492576	0.11328125	0.11320494821069307	0.008927665064884486	0.08016032064128256	0.11137262168443397	512	998
generation_clean	32	finance_consequence_minus_nonfinance_consequence	18	60	0.003806938920672376	0.00898836963457665	0.048828125	0.18408181011612978	0.005181430713904273	0.03206412825651302	0.16159587038988954	512	998
generation_clean	32	finance_consequence_minus_nonfinance_consequence	19	178	0.0037900438018911705	0.010455239359479116	0.0859375	0.12166096709212063	0.006665195557587946	0.05410821643286573	0.12318268826801426	512	998
generation_clean	32	finance_consequence_minus_nonfinance_consequence	20	22	0.0030109128104202753	0.00954600118209419	0.083984375	0.11366401407516803	0.006535088371673915	0.05410821643286573	0.12077811472093644	512	998
generation_clean	33	finance_minus_nonfinance	1	160	0.06422401924826394	0.06865550661267483	0.5810546875	0.11815670381744374	0.004431487364410885	0.042467138523761376	0.10435097627148487	1024	1978
generation_clean	33	finance_minus_nonfinance	2	91	0.05145507395957114	0.05180676385531345	0.4873046875	0.10631287813194584	0.00035168989574230674	0.00455005055611729	0.07729362375314253	1024	1978
generation_clean	33	finance_minus_nonfinance	3	221	0.016624195577476	0.016624195577476	0.1416015625	0.11740121566438223	0.0	0.0	0.0	1024	1978
generation_clean	33	finance_minus_nonfinance	4	247	0.011987580505470639	0.01225205175779586	0.064453125	0.19009243939368123	0.0002644712523252216	0.003538928210313448	0.07473201958561262	1024	1978
generation_clean	33	finance_minus_nonfinance	5	135	0.009321680177701307	0.009426323195105163	0.0986328125	0.09556985100779888	0.00010464301740385537	0.0015166835187057635	0.06899462947494198	1024	1978
generation_clean	33	finance_minus_nonfinance	6	186	0.008792044032203752	0.008937921450185014	0.06640625	0.1345945818380802	0.00014587741798126227	0.0020222446916076846	0.0721363831917342	1024	1978
generation_clean	33	finance_minus_nonfinance	7	99	0.008307147333914874	0.009277037551534492	0.103515625	0.08961968351671057	0.0009698902176196176	0.010111223458038422	0.09592214252258019	1024	1978
generation_clean	33	finance_minus_nonfinance	8	152	0.00708556531634102	0.008364440006019784	0.05078125	0.1647151262723896	0.0012788746896787648	0.010616784630940344	0.12045781600879031	1024	1978
generation_clean	33	finance_minus_nonfinance	9	172	0.006611986969909945	0.006668892382244128	0.048828125	0.13657891598835975	5.690541233418236e-05	0.0010111223458038423	0.05627945279850635	1024	1978
generation_clean	33	finance_minus_nonfinance	10	55	0.005805147334052307	0.0063964056130796886	0.0703125	0.0909711020526889	0.000591258279027382	0.007583417593528817	0.07796725839441078	1024	1978
generation_clean	33	finance_minus_nonfinance	11	205	0.005442137796328414	0.01082780564032528	0.0859375	0.12599628381469416	0.005385667843996866	0.04903943377148635	0.10982320613841032	1024	1978
generation_clean	33	finance_minus_nonfinance	12	229	0.005351978631001614	0.013314315394428542	0.0849609375	0.15671102257350375	0.007962336763426928	0.0621840242669363	0.12804473266714197	1024	1978
generation_clean	33	finance_minus_nonfinance	13	192	0.004917281810938234	0.010914461900688238	0.0380859375	0.28657458939242964	0.005997180089750004	0.023761375126390292	0.2523919620750108	1024	1978
generation_clean	33	finance_minus_nonfinance	14	195	0.004100741621889002	0.005968701373597215	0.072265625	0.08259392171031821	0.0018679597517082128	0.021739130434782608	0.08592614857857779	1024	1978
generation_clean	33	finance_minus_nonfinance	15	240	0.0036500326573879636	0.0044186732889633495	0.0380859375	0.11601849866406333	0.000768640631575386	0.009605662285136502	0.08001953522400597	1024	1978
generation_clean	33	finance_minus_nonfinance	16	103	0.0035376457888818616	0.011510894593467666	0.0751953125	0.15307994887936222	0.007973248804585805	0.054600606673407485	0.1460285753284326	1024	1978
