track	layer	group	expert	W	S	Q	dense_top1_wins	dense_top1_share	n_tokens
prefill	1	nonfinance	224	0.03793444523475008	0.2887700534759358	0.13136557886848638	14	0.0374331550802139	374
prefill	1	nonfinance	214	0.03760625058068961	0.1711229946524064	0.2197615268309049	30	0.08021390374331551	374
prefill	1	nonfinance	118	0.034365152108173154	0.2914438502673797	0.11791345769226386	15	0.040106951871657755	374
prefill	1	nonfinance	112	0.030204875935001062	0.19518716577540107	0.15474826848890955	34	0.09090909090909091	374
prefill	1	nonfinance	24	0.02295521150815042	0.18716577540106952	0.12264641577211796	8	0.0213903743315508	374
prefill	1	nonfinance	108	0.019388232015630277	0.10695187165775401	0.1812799693461431	16	0.0427807486631016	374
prefill	1	nonfinance	94	0.018210525586419026	0.14705882352941177	0.12383157398764938	8	0.0213903743315508	374
prefill	1	nonfinance	120	0.017389310465629255	0.12299465240641712	0.1413826546553335	2	0.0053475935828877	374
prefill	1	consequence	82	0.05069546558572504	0.1597222222222222	0.3173976975801916	28	0.09722222222222222	288
prefill	1	consequence	205	0.04915048043855544	0.4479166666666667	0.10973130516514702	5	0.017361111111111112	288
prefill	1	consequence	233	0.04902703143604354	0.3993055555555556	0.12278073959635251	2	0.006944444444444444	288
prefill	1	consequence	33	0.04557375583980574	0.3541666666666667	0.128678840018275	18	0.0625	288
prefill	1	consequence	224	0.03791849461738306	0.2881944444444444	0.13157260782899183	9	0.03125	288
prefill	1	consequence	118	0.03679409425248201	0.3229166666666667	0.1139430015560733	9	0.03125	288
prefill	1	consequence	214	0.036230086348828044	0.16666666666666666	0.21738051809296827	23	0.0798611111111111	288
prefill	1	consequence	112	0.03129876255235445	0.19791666666666666	0.15814111605400144	27	0.09375	288
prefill	1	consequence	24	0.023460886697964964	0.19791666666666666	0.11853921700024403	6	0.020833333333333332	288
prefill	1	consequence	16	0.019441087107603	0.125	0.155528696860824	5	0.017361111111111112	288
prefill	1	consequence	108	0.019164983619487	0.10416666666666667	0.1839838427470752	12	0.041666666666666664	288
prefill	1	consequence	120	0.018867569781649482	0.1284722222222222	0.1468610837058122	1	0.003472222222222222	288
prefill	1	neutral	233	0.04759914712897201	0.3824561403508772	0.12445648561244974	6	0.021052631578947368	285
prefill	1	neutral	82	0.04687633392092054	0.1543859649122807	0.303630799260508	28	0.09824561403508772	285
prefill	1	neutral	224	0.03717959246080564	0.2736842105263158	0.13584851091448213	13	0.0456140350877193	285
prefill	1	neutral	214	0.03703428143416971	0.16842105263157894	0.21989104601538265	21	0.07368421052631578	285
