run	track	layer	rank	expert	delta_W	A_W	A_S	B_W	B_S	A_tokens	B_tokens
baseline	generation_clean	22	15	91	0.005876626092985449	0.01663784425587867	0.14007782101167315	0.010761218162893223	0.09114583333333333	514	768
baseline	generation_clean	23	1	122	0.04056820917068779	0.05735640985396415	0.46303501945525294	0.016788200683276366	0.1484375	514	768
baseline	generation_clean	23	2	217	0.012866817166980439	0.01755043376459127	0.17509727626459143	0.00468361659761083	0.053385416666666664	514	768
baseline	generation_clean	23	3	255	0.010806598175711762	0.016748690444277323	0.1614785992217899	0.0059420922685655625	0.05859375	514	768
baseline	generation_clean	23	4	79	0.01065780644260948	0.017350041413510254	0.13229571984435798	0.006692234970900776	0.053385416666666664	514	768
baseline	generation_clean	23	5	170	0.009373651017886389	0.017297229774676737	0.1614785992217899	0.007923578756790348	0.08072916666666667	514	768
baseline	generation_clean	23	6	59	0.00881956695306722	0.021447607324959133	0.17704280155642024	0.012628040371891913	0.10546875	514	768
baseline	generation_clean	23	7	236	0.008541686261831638	0.020824790874305204	0.18093385214007782	0.012283104612473566	0.10807291666666667	514	768
baseline	generation_clean	23	8	151	0.008312852320178895	0.012459890761461877	0.07782101167315175	0.004147038441282983	0.028645833333333332	514	768
baseline	generation_clean	23	9	182	0.00819808598117993	0.04850125156948554	0.35992217898832685	0.04030316558830561	0.296875	514	768
baseline	generation_clean	23	10	101	0.008042452704452883	0.01678356200007008	0.1556420233463035	0.008741109295617198	0.07161458333333333	514	768
baseline	generation_clean	23	11	153	0.0079243006355484	0.013373722808655895	0.07392996108949416	0.005449422173107493	0.032552083333333336	514	768
baseline	generation_clean	23	12	47	0.007436418151783525	0.008383702538805082	0.07587548638132295	0.0009472843870215567	0.010416666666666666	514	768
baseline	generation_clean	23	13	247	0.006598248115691886	0.016409254687533525	0.11673151750972763	0.009811006571841639	0.0625	514	768
baseline	generation_clean	23	14	130	0.005772413655451332	0.011588205754767386	0.09922178988326848	0.005815792099316055	0.05078125	514	768
baseline	generation_clean	23	15	207	0.005734195827096599	0.009257244047438634	0.08560311284046693	0.003523048220342035	0.0390625	514	768
baseline	generation_clean	24	1	133	0.05595827909428847	0.05995154646581791	0.48443579766536965	0.003993267371529441	0.044270833333333336	514	768
baseline	generation_clean	24	2	217	0.04032708523718856	0.060924624762337704	0.45136186770428016	0.02059753952514914	0.15625	514	768
baseline	generation_clean	24	3	168	0.03313194696804423	0.06454262669155504	0.33657587548638135	0.03141067972351081	0.1796875	514	768
baseline	generation_clean	24	4	61	0.024012703460943016	0.026725658878441024	0.19066147859922178	0.0027129554174980075	0.02734375	514	768
baseline	generation_clean	24	5	206	0.013193081375301337	0.020358276287109213	0.1556420233463035	0.007165194911807876	0.0546875	514	768
baseline	generation_clean	24	6	200	0.013055515503911017	0.014641440271642102	0.13618677042801555	0.001585924767731085	0.016927083333333332	514	768
baseline	generation_clean	24	7	96	0.012493417562411192	0.02502543207253967	0.23735408560311283	0.012532014510128477	0.1171875	514	768
baseline	generation_clean	24	8	227	0.010742167649779331	0.0439682311564324	0.3521400778210117	0.03322606350665307	0.3125	514	768
baseline	generation_clean	24	9	194	0.009619134796156682	0.014462353264139796	0.10505836575875487	0.004843218467983114	0.045572916666666664	514	768
baseline	generation_clean	24	10	139	0.008648104866372908	0.01068424028689831	0.09922178988326848	0.0020361354205254024	0.01953125	514	768
baseline	generation_clean	24	11	48	0.008439079991439018	0.01120579583980788	0.10894941634241245	0.0027667158483688625	0.028645833333333332	514	768
baseline	generation_clean	24	12	56	0.008391398117929886	0.019714034884948963	0.1556420233463035	0.011322636767019077	0.10286458333333333	514	768
baseline	generation_clean	24	13	205	0.008135501423800559	0.01355002385529091	0.10894941634241245	0.005414522431490352	0.044270833333333336	514	768
baseline	generation_clean	24	14	128	0.007884608482792408	0.02653551975507106	0.17315175097276264	0.018650911272278654	0.12630208333333334	514	768
baseline	generation_clean	24	15	65	0.007782887270271842	0.01579384292168465	0.14980544747081712	0.00801095565141281	0.07552083333333333	514	768
baseline	generation_clean	25	1	173	0.12403713558939465	0.19179078947557215	0.8093385214007782	0.0677536538861775	0.42578125	514	768
baseline	generation_clean	25	2	129	0.02014773415979552	0.0419090783650843	0.29571984435797666	0.021761344205288777	0.17838541666666666	514	768
baseline	generation_clean	25	3	76	0.01739638773475318	0.029659828656016893	0.24319066147859922	0.01226344092126371	0.09635416666666667	514	768
baseline	generation_clean	25	4	156	0.01678036657792782	0.029862635417694024	0.27431906614785995	0.0130822688397662	0.1015625	514	768
baseline	generation_clean	25	5	89	0.016695782385029133	0.01904730032481469	0.10311284046692606	0.0023515179397855567	0.016927083333333332	514	768
baseline	generation_clean	25	6	81	0.016283626381725466	0.034125046025092885	0.25486381322957197	0.01784141964336742	0.14713541666666666	514	768
baseline	generation_clean	25	7	195	0.013653494866052242	0.019687386905115015	0.18093385214007782	0.006033892039062774	0.049479166666666664	514	768
baseline	generation_clean	25	8	133	0.010873644890202096	0.011640170650333577	0.10311284046692606	0.0007665257601314809	0.0078125	514	768
baseline	generation_clean	25	9	1	0.010725505090758364	0.019353372159251685	0.1556420233463035	0.008627867068493321	0.06380208333333333	514	768
baseline	generation_clean	25	10	109	0.009891165541149074	0.013183902133428262	0.11673151750972763	0.003292736592279189	0.028645833333333332	514	768
baseline	generation_clean	25	11	19	0.008290819356643149	0.020436313039471566	0.17315175097276264	0.012145493682828417	0.1015625	514	768
baseline	generation_clean	25	12	137	0.00781874106679763	0.011102395046270783	0.0914396887159533	0.003283653979473153	0.02734375	514	768
baseline	generation_clean	25	13	184	0.007207698503630772	0.007566682042078949	0.08365758754863813	0.00035898353844817684	0.00390625	514	768
baseline	generation_clean	25	14	166	0.006044077455840718	0.006239943964006517	0.06809338521400778	0.00019586650816579964	0.0026041666666666665	514	768
baseline	generation_clean	25	15	66	0.005830518352332581	0.007290897857502026	0.07976653696498054	0.0014603795051694448	0.016927083333333332	514	768
baseline	generation_clean	26	1	185	0.03744781882869638	0.040183759945094835	0.29377431906614787	0.0027359411163984486	0.03515625	514	768
baseline	generation_clean	26	2	82	0.03597847116349627	0.04447974042335173	0.36964980544747084	0.008501269259855462	0.09505208333333333	514	768
baseline	generation_clean	26	3	157	0.03537590193419911	0.0444146232261225	0.25486381322957197	0.009038721291923396	0.07291666666666667	514	768
baseline	generation_clean	26	4	63	0.029180020920934586	0.0438655692546755	0.3326848249027237	0.014685548333740917	0.13671875	514	768
baseline	generation_clean	26	5	43	0.024070047631668708	0.03259018100904572	0.26653696498054474	0.008520133377377012	0.078125	514	768
baseline	generation_clean	26	6	199	0.023876634375860913	0.025030999597665676	0.24708171206225682	0.0011543652218047617	0.013020833333333334	514	768
baseline	generation_clean	26	7	206	0.0222776576795807	0.039137723134174074	0.3132295719844358	0.016860065454593374	0.11458333333333333	514	768
baseline	generation_clean	26	8	169	0.018435787297107556	0.030651052103463763	0.23346303501945526	0.012215264806356207	0.09635416666666667	514	768
baseline	generation_clean	26	9	36	0.016592421956959636	0.037504051899405644	0.29961089494163423	0.020911629942446008	0.19791666666666666	514	768
baseline	generation_clean	26	10	72	0.016264541902081178	0.019172858023960865	0.17315175097276264	0.002908316121879688	0.029947916666666668	514	768
baseline	generation_clean	26	11	255	0.01616567996848261	0.04769953414330751	0.29571984435797666	0.031533854174824905	0.2109375	514	768
baseline	generation_clean	26	12	109	0.01504437073846341	0.03178823140391992	0.3035019455252918	0.01674386066545651	0.12890625	514	768
baseline	generation_clean	26	13	39	0.01395140950512551	0.023060621127828893	0.22957198443579765	0.009109211622703383	0.078125	514	768
baseline	generation_clean	26	14	236	0.011708674985408321	0.014957843326807281	0.11673151750972763	0.00324916834139896	0.029947916666666668	514	768
baseline	generation_clean	26	15	218	0.011457566302957878	0.01992126499237611	0.17898832684824903	0.008463698689418231	0.08333333333333333	514	768
baseline	generation_clean	27	1	216	0.06320186491624852	0.07396316403590558	0.4805447470817121	0.010761299119657059	0.08333333333333333	514	768
baseline	generation_clean	27	2	186	0.036393528420549964	0.04177655660266081	0.2782101167315175	0.005383028182110843	0.040364583333333336	514	768
baseline	generation_clean	27	3	21	0.031903608850751296	0.03397449150994983	0.2178988326848249	0.002070882659198529	0.01953125	514	768
baseline	generation_clean	27	4	151	0.023653121714639957	0.03556563743765291	0.2587548638132296	0.011912515723012952	0.11979166666666667	514	768
baseline	generation_clean	27	5	197	0.020454375049291408	0.024429288368026384	0.20233463035019456	0.003974913318734977	0.040364583333333336	514	768
baseline	generation_clean	27	6	78	0.019264290027267116	0.033662366759982514	0.29571984435797666	0.014398076732715398	0.16536458333333334	514	768
baseline	generation_clean	27	7	144	0.019026243198242466	0.04038636390770651	0.26653696498054474	0.021360120709464043	0.16666666666666666	514	768
baseline	generation_clean	27	8	19	0.014227141941891654	0.018158307295940198	0.17120622568093385	0.003931165354048544	0.0390625	514	768
baseline	generation_clean	27	9	67	0.01253766997055374	0.035491124609625356	0.2782101167315175	0.022953454639071617	0.16276041666666666	514	768
baseline	generation_clean	27	10	142	0.01156921364217698	0.01763447596684392	0.14396887159533073	0.00606526232466694	0.055989583333333336	514	768
baseline	generation_clean	27	11	207	0.01042235420977838	0.017800839596999487	0.17509727626459143	0.0073784853872211065	0.06640625	514	768
baseline	generation_clean	27	12	196	0.010363118222976715	0.012125623491327168	0.11867704280155641	0.0017625052683504549	0.016927083333333332	514	768
baseline	generation_clean	27	13	213	0.010292740716871071	0.01281574895463487	0.10505836575875487	0.002523008237763798	0.0234375	514	768
baseline	generation_clean	27	14	140	0.009892674673893733	0.010477078193231884	0.08365758754863813	0.0005844035193381507	0.005208333333333333	514	768
baseline	generation_clean	27	15	76	0.008887549819197451	0.013929328642203757	0.122568093385214	0.005041778823006305	0.037760416666666664	514	768
baseline	generation_clean	28	1	42	0.05271267070302314	0.07632990493726023	0.4649805447470817	0.02361723423423709	0.22135416666666666	514	768
baseline	generation_clean	28	2	2	0.04131126677619006	0.05301772428895483	0.4455252918287938	0.011706457512764766	0.10677083333333333	514	768
baseline	generation_clean	28	3	4	0.022525586410353578	0.027440578390453663	0.2198443579766537	0.004914991980100085	0.046875	514	768
baseline	generation_clean	28	4	85	0.020248103692007476	0.025399285871677	0.23346303501945526	0.005151182179669521	0.0546875	514	768
baseline	generation_clean	28	5	46	0.016424150389226365	0.025598728402429598	0.19844357976653695	0.009174578013203231	0.07421875	514	768
baseline	generation_clean	28	6	13	0.016076180407594478	0.020650402927413228	0.14980544747081712	0.004574222519818751	0.037760416666666664	514	768
baseline	generation_clean	28	7	99	0.015289150399425322	0.024227423372694293	0.20817120622568094	0.008938272973268971	0.07421875	514	768
baseline	generation_clean	28	8	95	0.013525608532592687	0.03609701780449122	0.29571984435797666	0.022571409271898532	0.1875	514	768
baseline	generation_clean	28	9	80	0.012700684736118541	0.019653120697036973	0.13813229571984437	0.0069524359609184315	0.053385416666666664	514	768
baseline	generation_clean	28	10	187	0.011929639582168666	0.030462067475982547	0.23540856031128404	0.01853242789381388	0.15755208333333334	514	768
baseline	generation_clean	28	11	33	0.011074471000532896	0.014295421341213041	0.12062256809338522	0.0032209503406801453	0.029947916666666668	514	768
baseline	generation_clean	28	12	54	0.011012825302175375	0.01702021408578734	0.11867704280155641	0.006007388783611967	0.046875	514	768
baseline	generation_clean	28	13	82	0.00812265710549769	0.021069227673965844	0.17704280155642024	0.012946570568468154	0.10807291666666667	514	768
baseline	generation_clean	28	14	211	0.007972579567653963	0.011969356269085624	0.09922178988326848	0.003996776701431661	0.040364583333333336	514	768
baseline	generation_clean	28	15	231	0.007192420683950602	0.013500671267557905	0.1303501945525292	0.006308250583607304	0.059895833333333336	514	768
baseline	generation_clean	29	1	189	0.053125611966253275	0.07160325699102156	0.5136186770428015	0.018477645024768282	0.18489583333333334	514	768
baseline	generation_clean	29	2	82	0.03517538067083316	0.06014217580630465	0.42023346303501946	0.024966795135471485	0.19921875	514	768
baseline	generation_clean	29	3	190	0.03306022158378081	0.04034642226701595	0.30739299610894943	0.007286200683235141	0.06640625	514	768
baseline	generation_clean	29	4	7	0.024577832311353656	0.029832268605515275	0.2490272373540856	0.00525443629416162	0.052083333333333336	514	768
baseline	generation_clean	29	5	113	0.017655582441547156	0.032076338741531235	0.2898832684824903	0.014420756299984077	0.12239583333333333	514	768
baseline	generation_clean	29	6	67	0.01189063386009898	0.015820405944872266	0.13424124513618677	0.003929772084773286	0.03515625	514	768
baseline	generation_clean	29	7	239	0.011543309619997725	0.026685224790731297	0.20428015564202334	0.015141915170733572	0.1328125	514	768
baseline	generation_clean	29	8	114	0.010510719276186194	0.015749459463068834	0.11284046692607004	0.005238740186882639	0.037760416666666664	514	768
baseline	generation_clean	29	9	182	0.010376879763326675	0.015509455363016112	0.1575875486381323	0.005132575599689438	0.057291666666666664	514	768
baseline	generation_clean	29	10	236	0.010007498341500123	0.018431009550085448	0.13618677042801555	0.008423511208585324	0.06640625	514	768
baseline	generation_clean	29	11	206	0.009632635679750888	0.02041483477441499	0.16536964980544747	0.010782199094664102	0.08984375	514	768
baseline	generation_clean	29	12	202	0.009390509174317802	0.014711186449408196	0.14007782101167315	0.005320677275090393	0.052083333333333336	514	768
baseline	generation_clean	29	13	122	0.009113830733472779	0.014165013211245211	0.13618677042801555	0.005051182477772432	0.048177083333333336	514	768
baseline	generation_clean	29	14	23	0.008488665147681972	0.008840229602541437	0.07976653696498054	0.00035156445485946553	0.00390625	514	768
baseline	generation_clean	29	15	17	0.005471918755265377	0.014189398122457085	0.11089494163424124	0.008717479367191708	0.06901041666666667	514	768
baseline	generation_clean	30	1	228	0.027829500374564317	0.04136254501593785	0.30544747081712065	0.013533044641373532	0.13541666666666666	514	768
baseline	generation_clean	30	2	168	0.024968335654571676	0.07117173912420868	0.41245136186770426	0.04620340346963701	0.3619791666666667	514	768
baseline	generation_clean	30	3	47	0.02279545004092943	0.026609256678858006	0.20038910505836577	0.003813806637928578	0.0390625	514	768
baseline	generation_clean	30	4	13	0.019409871761065567	0.025007767774825683	0.21011673151750973	0.005597896013760116	0.0546875	514	768
baseline	generation_clean	30	5	186	0.0182083923817127	0.02736422180538759	0.26264591439688717	0.00915582942367489	0.08854166666666667	514	768
baseline	generation_clean	30	6	214	0.014854699444488202	0.020737961585863683	0.17704280155642024	0.005883262141375482	0.045572916666666664	514	768
baseline	generation_clean	30	7	215	0.013452755545113524	0.01852697569127668	0.15369649805447472	0.0050742201461631544	0.0390625	514	768
baseline	generation_clean	30	8	95	0.013121882434189165	0.0694796051441712	0.3735408560311284	0.05635772270998204	0.2786458333333333	514	768
baseline	generation_clean	30	9	56	0.013010266384499106	0.017635509921456953	0.14007782101167315	0.0046252435369578465	0.048177083333333336	514	768
baseline	generation_clean	30	10	245	0.011277010719363668	0.01157814939217787	0.11284046692607004	0.000301138672814202	0.00390625	514	768
baseline	generation_clean	30	11	222	0.011163647227952146	0.011968523919251692	0.122568093385214	0.0008048766912995459	0.010416666666666666	514	768
baseline	generation_clean	30	12	11	0.0098377788636117	0.012814524330178212	0.10894941634241245	0.0029767454665665122	0.03125	514	768
baseline	generation_clean	30	13	164	0.009674328127568514	0.01047172879135961	0.09533073929961089	0.0007974006637910952	0.009114583333333334	514	768
baseline	generation_clean	30	14	177	0.009166415669921234	0.014111543069564357	0.11089494163424124	0.004945127399643124	0.040364583333333336	514	768
baseline	generation_clean	30	15	69	0.008403296608911572	0.01431967335528595	0.08949416342412451	0.005916376746374379	0.040364583333333336	514	768
baseline	generation_clean	31	1	45	0.06708707336576515	0.07758543546842742	0.5719844357976653	0.010498362102662263	0.07552083333333333	514	768
baseline	generation_clean	31	2	223	0.0274918395994903	0.06412414410973276	0.3540856031128405	0.03663230451024246	0.22916666666666666	514	768
baseline	generation_clean	31	3	211	0.026301582369481907	0.03481165266384154	0.311284046692607	0.008510070294359637	0.078125	514	768
baseline	generation_clean	31	4	65	0.02425777508683734	0.04474296703148488	0.3443579766536965	0.020485191944647537	0.16666666666666666	514	768
baseline	generation_clean	31	5	71	0.018681571694374934	0.026001126190016374	0.20038910505836577	0.00731955449564144	0.06380208333333333	514	768
baseline	generation_clean	31	6	66	0.01596220293042689	0.01674918458225711	0.1264591439688716	0.0007869816518302208	0.0078125	514	768
baseline	generation_clean	31	7	27	0.015251524786280245	0.018646494855623332	0.17509727626459143	0.003394970069343088	0.037760416666666664	514	768
baseline	generation_clean	31	8	91	0.012563186802801034	0.02016576352236146	0.1264591439688716	0.007602576719560424	0.049479166666666664	514	768
baseline	generation_clean	31	9	100	0.011893854585552813	0.019050747189812	0.17315175097276264	0.007156892604259186	0.07682291666666667	514	768
baseline	generation_clean	31	10	68	0.01026676509797638	0.011151842280750201	0.10700389105058365	0.0008850771827738211	0.010416666666666666	514	768
baseline	generation_clean	31	11	110	0.009362782959844291	0.013789587202088442	0.13618677042801555	0.004426804242244151	0.041666666666666664	514	768
baseline	generation_clean	31	12	213	0.008674613730595457	0.08978866880853228	0.48638132295719844	0.08111405507793683	0.5065104166666666	514	768
baseline	generation_clean	31	13	146	0.008209085497372403	0.013038391329990602	0.11867704280155641	0.004829305832618199	0.049479166666666664	514	768
baseline	generation_clean	31	14	41	0.006653805810843911	0.006850290510806274	0.05642023346303502	0.0001964846999623639	0.0013020833333333333	514	768
baseline	generation_clean	31	15	70	0.006591409888164064	0.019279679931456486	0.17315175097276264	0.012688270043292421	0.109375	514	768
baseline	generation_clean	32	1	81	0.036499115786764014	0.054249011886873096	0.42217898832684825	0.017749896100109085	0.16015625	514	768
baseline	generation_clean	32	2	62	0.019134381899736236	0.02670839648597559	0.25486381322957197	0.0075740145862393535	0.07291666666666667	514	768
baseline	generation_clean	32	3	177	0.018861310667959832	0.060366455853537886	0.41245136186770426	0.04150514518557805	0.33984375	514	768
baseline	generation_clean	32	4	115	0.017833959508611132	0.04176023530861812	0.33073929961089493	0.023926275800006985	0.18880208333333334	514	768
baseline	generation_clean	32	5	185	0.012160640314800214	0.019295722815695242	0.14591439688715954	0.007135082500895027	0.0625	514	768
baseline	generation_clean	32	6	220	0.010512292048670775	0.011998978683107661	0.122568093385214	0.0014866866344368868	0.01953125	514	768
baseline	generation_clean	32	7	61	0.009245056085284578	0.009747155247238895	0.10894941634241245	0.0005020991619543166	0.006510416666666667	514	768
baseline	generation_clean	32	8	221	0.008371173056448229	0.020077502045026927	0.11478599221789883	0.011706328988578698	0.06640625	514	768
baseline	generation_clean	32	9	139	0.0076015354835774675	0.01149791088745574	0.08949416342412451	0.003896375403878271	0.03125	514	768
baseline	generation_clean	32	10	195	0.007055588427602413	0.013799476999187495	0.07587548638132295	0.006743888571585081	0.040364583333333336	514	768
baseline	generation_clean	32	11	194	0.006783291834087947	0.016320913356799038	0.14007782101167315	0.009537621522711091	0.08072916666666667	514	768
baseline	generation_clean	32	12	237	0.006482656966138325	0.016256159957665457	0.14202334630350194	0.009773502991527131	0.08723958333333333	514	768
baseline	generation_clean	32	13	101	0.006469145648678631	0.012484422051695442	0.08365758754863813	0.006015276403016811	0.048177083333333336	514	768
baseline	generation_clean	32	14	116	0.006271903066577517	0.011917173406959726	0.08171206225680934	0.005645270340382209	0.048177083333333336	514	768
baseline	generation_clean	32	15	106	0.006044135328118564	0.008344212553776311	0.08171206225680934	0.0023000772256577475	0.024739583333333332	514	768
baseline	generation_clean	33	1	21	0.03744626642059228	0.046452693519351905	0.3949416342412451	0.009006427098759621	0.09375	514	768
baseline	generation_clean	33	2	212	0.0345478405966945	0.04133174738926496	0.41245136186770426	0.0067839067925704625	0.07682291666666667	514	768
baseline	generation_clean	33	3	160	0.018986045333539592	0.03144668206483779	0.27626459143968873	0.0124606367312982	0.11458333333333333	514	768
baseline	generation_clean	33	4	122	0.018718660540173473	0.05550741592193303	0.4396887159533074	0.036788755381759554	0.2955729166666667	514	768
baseline	generation_clean	33	5	58	0.011929715294016761	0.016924505488978638	0.1264591439688716	0.004994790194961877	0.04296875	514	768
baseline	generation_clean	33	6	217	0.010959672058322094	0.013322460388574077	0.10505836575875487	0.0023627883302519827	0.026041666666666668	514	768
baseline	generation_clean	33	7	56	0.008640679956182113	0.02072696143825238	0.14396887159533073	0.012086281482070268	0.08463541666666667	514	768
baseline	generation_clean	33	8	244	0.008307472058929056	0.014774917139178785	0.09533073929961089	0.006467445080249728	0.046875	514	768
baseline	generation_clean	33	9	135	0.00817208373419192	0.01090704567170068	0.11089494163424124	0.0027349619375087613	0.032552083333333336	514	768
baseline	generation_clean	33	10	6	0.006847785503406851	0.01291828977613589	0.10505836575875487	0.006070504272729038	0.049479166666666664	514	768
baseline	generation_clean	33	11	182	0.006715858446392145	0.012347632204633347	0.07782101167315175	0.005631773758241202	0.0390625	514	768
baseline	generation_clean	33	12	151	0.0066138269193999075	0.013663177353925032	0.07587548638132295	0.0070493504345251244	0.053385416666666664	514	768
baseline	generation_clean	33	13	96	0.006514944701982072	0.011904478540072186	0.07587548638132295	0.005389533838090114	0.033854166666666664	514	768
baseline	generation_clean	33	14	107	0.006118226117467679	0.01750701118881589	0.13813229571984437	0.01138878507134821	0.0859375	514	768
baseline	generation_clean	33	15	195	0.005560104082466364	0.007308783280232451	0.08949416342412451	0.0017486791977660867	0.0234375	514	768
baseline	generation_clean	34	1	70	0.04412674543404219	0.05395594137272505	0.44357976653696496	0.009829195938682861	0.08984375	514	768
baseline	generation_clean	34	2	188	0.015101278419058324	0.020207256806571226	0.16731517509727625	0.005105978387512903	0.053385416666666664	514	768
baseline	generation_clean	34	3	95	0.012825709355060604	0.018246492562565712	0.16536964980544747	0.00542078320750511	0.048177083333333336	514	768
baseline	generation_clean	34	4	56	0.011814874360985966	0.01806170615083507	0.11867704280155641	0.006246831789849103	0.04296875	514	768
baseline	generation_clean	34	5	81	0.007382521869654605	0.016888464355884154	0.09922178988326848	0.00950594248622955	0.05859375	514	768
baseline	generation_clean	34	6	41	0.006933645861361212	0.010571384143241797	0.11673151750972763	0.003637738281880585	0.048177083333333336	514	768
baseline	generation_clean	34	7	248	0.006511224656578895	0.028231184684010004	0.24319066147859922	0.02171996002743111	0.17708333333333334	514	768
baseline	generation_clean	34	8	54	0.006197970972640994	0.014610463453981745	0.122568093385214	0.00841249248134075	0.07552083333333333	514	768
baseline	generation_clean	34	9	19	0.006141643374255693	0.01744727252860111	0.1614785992217899	0.011305629154345418	0.10416666666666667	514	768
baseline	generation_clean	34	10	90	0.006042174822807012	0.010002575460882903	0.07003891050583658	0.003960400638075891	0.033854166666666664	514	768
baseline	generation_clean	34	11	252	0.00591731326514993	0.013348365891030792	0.1303501945525292	0.0074310526258808615	0.0703125	514	768
baseline	generation_clean	34	12	204	0.005821656615245888	0.0058960445776677	0.07003891050583658	7.438796242181159e-05	0.0013020833333333333	514	768
baseline	generation_clean	34	13	208	0.0056974592493793715	0.015041284385833943	0.10505836575875487	0.009343825136454572	0.06510416666666667	514	768
baseline	generation_clean	34	14	195	0.005636211178429239	0.015452322658154	0.11673151750972763	0.00981611147972476	0.07552083333333333	514	768
baseline	generation_clean	34	15	34	0.005596506595824857	0.011817328626286766	0.10311284046692606	0.006220822030461909	0.0546875	514	768
baseline	generation_clean	35	1	151	0.050546466954135276	0.06345741086948677	0.5233463035019456	0.012910943915351488	0.11197916666666667	514	768
baseline	generation_clean	35	2	13	0.030281259932147763	0.05419573250921793	0.3715953307392996	0.023914472577070165	0.203125	514	768
baseline	generation_clean	35	3	218	0.01786322110480683	0.030317549998675017	0.2140077821011673	0.012454328893868187	0.08333333333333333	514	768
baseline	generation_clean	35	4	88	0.016254592459878488	0.054594567118828125	0.42217898832684825	0.03833997465894964	0.2825520833333333	514	768
baseline	generation_clean	35	5	37	0.01499486797860035	0.01792632898890613	0.188715953307393	0.002931461010305778	0.03515625	514	768
baseline	generation_clean	35	6	214	0.013542087984506913	0.02514534411089015	0.1867704280155642	0.011603256126383238	0.09375	514	768
baseline	generation_clean	35	7	22	0.012744075969319146	0.01832450127104265	0.1245136186770428	0.005580425301723503	0.044270833333333336	514	768
baseline	generation_clean	35	8	219	0.011366954149722743	0.02983578301671009	0.24319066147859922	0.018468828866987346	0.15755208333333334	514	768
baseline	generation_clean	35	9	185	0.009992221284021056	0.018557992963589513	0.13424124513618677	0.008565771679568457	0.06640625	514	768
baseline	generation_clean	35	10	132	0.009829257927772395	0.016985958637800867	0.0933852140077821	0.007156700710028473	0.04296875	514	768
baseline	generation_clean	35	11	49	0.008459958283270171	0.015707241061434802	0.09533073929961089	0.007247282778164631	0.046875	514	768
baseline	generation_clean	35	12	196	0.007670564743090639	0.010625638490681221	0.08949416342412451	0.002955073747590582	0.029947916666666668	514	768
baseline	generation_clean	35	13	99	0.005908367466004949	0.015689983108708016	0.11089494163424124	0.009781615642703067	0.07421875	514	768
baseline	generation_clean	35	14	190	0.005760963348083566	0.023431979398232716	0.14785992217898833	0.01767101605014915	0.12239583333333333	514	768
baseline	generation_clean	35	15	6	0.00568956746595759	0.015997737763837956	0.1614785992217899	0.010308170297880366	0.109375	514	768
baseline	generation_clean	36	1	211	0.02174339872250376	0.031155512466550326	0.2178988326848249	0.009412113744046567	0.07291666666666667	514	768
baseline	generation_clean	36	2	98	0.017217903802722794	0.038831123348655176	0.24708171206225682	0.021613219545932382	0.16276041666666666	514	768
baseline	generation_clean	36	3	28	0.016467205272226997	0.06243828774770693	0.38132295719844356	0.04597108247547994	0.28515625	514	768
baseline	generation_clean	36	4	172	0.015817554644713128	0.02223373943772522	0.1828793774319066	0.006416184793012091	0.0546875	514	768
baseline	generation_clean	36	5	242	0.013180518623464772	0.017607851724792536	0.16536964980544747	0.004427333101327763	0.046875	514	768
baseline	generation_clean	36	6	0	0.011789549324417158	0.023211945027172984	0.1517509727626459	0.011422395702755826	0.08463541666666667	514	768
baseline	generation_clean	36	7	34	0.010771632122194646	0.021753584651534888	0.19455252918287938	0.010981952529340241	0.10416666666666667	514	768
baseline	generation_clean	36	8	193	0.010638429062102444	0.02085207989801497	0.20817120622568094	0.010213650835912526	0.07552083333333333	514	768
baseline	generation_clean	36	9	117	0.009667121840058714	0.012089582323240332	0.11089494163424124	0.0024224604831816175	0.022135416666666668	514	768
baseline	generation_clean	36	10	239	0.008310230326407674	0.019840079479386714	0.16342412451361868	0.011529849152979041	0.09765625	514	768
baseline	generation_clean	36	11	246	0.008210404035263472	0.020162420108276978	0.14785992217898833	0.011952016073013506	0.08723958333333333	514	768
baseline	generation_clean	36	12	195	0.007742353749155903	0.019324708263076217	0.13424124513618677	0.011582354513920314	0.0859375	514	768
baseline	generation_clean	36	13	8	0.007727036990811809	0.019175002373310032	0.15953307392996108	0.011447965382498223	0.10286458333333333	514	768
baseline	generation_clean	36	14	139	0.006359728271147825	0.03417871150543111	0.3132295719844358	0.027818983234283282	0.2682291666666667	514	768
baseline	generation_clean	36	15	152	0.006002562671574781	0.019091065433565386	0.14591439688715954	0.013088502761990604	0.10026041666666667	514	768
baseline	generation_clean	37	1	140	0.024006668248393155	0.08201312745195563	0.5116731517509727	0.058006459203562476	0.3971354166666667	514	768
baseline	generation_clean	37	2	227	0.01937853894572996	0.04042153061977891	0.35797665369649806	0.021042991674048953	0.171875	514	768
baseline	generation_clean	37	3	84	0.018307122655932713	0.03222624789833693	0.2198443579766537	0.013919125242404221	0.08854166666666667	514	768
baseline	generation_clean	37	4	143	0.017618663765577393	0.027246321229246483	0.20428015564202334	0.00962765746366909	0.0703125	514	768
baseline	generation_clean	37	5	94	0.014861548127421709	0.024854775568873496	0.23346303501945526	0.009993227441451787	0.10546875	514	768
baseline	generation_clean	37	6	126	0.011637741663092971	0.02250759026760082	0.1517509727626459	0.01086984860450785	0.078125	514	768
baseline	generation_clean	37	7	67	0.011616091072900302	0.01976143252079389	0.1264591439688716	0.008145341447893587	0.055989583333333336	514	768
