run	track	layer	group	n_tokens	E173_W	E173_S	E173_Q	E173_dense_top1_wins	E173_dense_top1_share
baseline	generation_clean_l39_last_rows	39	B	768	0.0004979205049273892	0.005208333333333333	0.09560073694605872	0	0.0
baseline	generation_clean_l39_last_rows	39	ALL	1282	0.0006394499043469989	0.0062402496099844	0.10247184717160657	0	0.0
e173_-0.25	prefill	0	A	161	0.010133325223554354	0.09316770186335403	0.10876435739948341	1	0.006211180124223602
e173_-0.25	prefill	0	B	161	0.009946855151254947	0.09316770186335403	0.1067629119568031	1	0.006211180124223602
e173_-0.25	prefill	0	ALL	322	0.01004009018740465	0.09316770186335403	0.10776363467814326	2	0.006211180124223602
e173_-0.25	prefill	1	A	161	0.08303332026995715	0.16770186335403728	0.4951246134615963	25	0.15527950310559005
e173_-0.25	prefill	1	B	161	0.022342060478709517	0.049689440993788817	0.44963396713402903	6	0.037267080745341616
e173_-0.25	prefill	1	ALL	322	0.052687690374333344	0.10869565217391304	0.4847267514438668	31	0.09627329192546584
e173_-0.25	prefill	2	A	161	0.0	0.0	0.0	0	0.0
e173_-0.25	prefill	2	B	161	0.0	0.0	0.0	0	0.0
e173_-0.25	prefill	2	ALL	322	0.0	0.0	0.0	0	0.0
e173_-0.25	prefill	3	A	161	0.0	0.0	0.0	0	0.0
e173_-0.25	prefill	3	B	161	0.0	0.0	0.0	0	0.0
e173_-0.25	prefill	3	ALL	322	0.0	0.0	0.0	0	0.0
e173_-0.25	prefill	4	A	161	0.0	0.0	0.0	0	0.0
e173_-0.25	prefill	4	B	161	0.0	0.0	0.0	0	0.0
e173_-0.25	prefill	4	ALL	322	0.0	0.0	0.0	0	0.0
e173_-0.25	prefill	5	A	161	0.0003817715796290308	0.006211180124223602	0.06146522432027396	0	0.0
e173_-0.25	prefill	5	B	161	0.0	0.0	0.0	0	0.0
e173_-0.25	prefill	5	ALL	322	0.0001908857898145154	0.003105590062111801	0.06146522432027396	0	0.0
e173_-0.25	prefill	6	A	161	0.0003631348888844329	0.006211180124223602	0.0584647171103937	0	0.0
e173_-0.25	prefill	6	B	161	0.00041441177130396086	0.006211180124223602	0.0667202951799377	0	0.0
e173_-0.25	prefill	6	ALL	322	0.0003887733300941969	0.006211180124223602	0.0625925061451657	0	0.0
e173_-0.25	prefill	7	A	161	0.0	0.0	0.0	0	0.0
e173_-0.25	prefill	7	B	161	0.0	0.0	0.0	0	0.0
e173_-0.25	prefill	7	ALL	322	0.0	0.0	0.0	0	0.0
e173_-0.25	prefill	8	A	161	0.0024570599662185662	0.018633540372670808	0.13186221818706306	0	0.0
e173_-0.25	prefill	8	B	161	0.0016372861154674	0.012422360248447204	0.1318015322951257	0	0.0
e173_-0.25	prefill	8	ALL	322	0.0020471730408429833	0.015527950310559006	0.13183794383028813	0	0.0
e173_-0.25	prefill	9	A	161	0.0004421605146551558	0.006211180124223602	0.07118784285948009	0	0.0
e173_-0.25	prefill	9	B	161	0.002073292794875271	0.024844720496894408	0.08345003499372966	0	0.0
e173_-0.25	prefill	9	ALL	322	0.0012577266547652134	0.015527950310559006	0.08099759656687974	0	0.0
e173_-0.25	prefill	10	A	161	0.0	0.0	0.0	0	0.0
e173_-0.25	prefill	10	B	161	0.0	0.0	0.0	0	0.0
e173_-0.25	prefill	10	ALL	322	0.0	0.0	0.0	0	0.0
e173_-0.25	prefill	11	A	161	0.0	0.0	0.0	0	0.0
e173_-0.25	prefill	11	B	161	0.0	0.0	0.0	0	0.0
e173_-0.25	prefill	11	ALL	322	0.0	0.0	0.0	0	0.0
e173_-0.25	prefill	12	A	161	0.0	0.0	0.0	0	0.0
e173_-0.25	prefill	12	B	161	0.0	0.0	0.0	0	0.0
e173_-0.25	prefill	12	ALL	322	0.0	0.0	0.0	0	0.0
e173_-0.25	prefill	13	A	161	0.05966947464923083	0.37267080745341613	0.1601130903087694	12	0.07453416149068323
e173_-0.25	prefill	13	B	161	0.034465033966616654	0.2732919254658385	0.1261106924687564	2	0.012422360248447204
e173_-0.25	prefill	13	ALL	322	0.04706725430792372	0.32298136645962733	0.1457274604533792	14	0.043478260869565216
e173_-0.25	prefill	14	A	161	0.0	0.0	0.0	0	0.0
e173_-0.25	prefill	14	B	161	0.0	0.0	0.0	0	0.0
e173_-0.25	prefill	14	ALL	322	0.0	0.0	0.0	0	0.0
e173_-0.25	prefill	15	A	161	0.0	0.0	0.0	0	0.0
e173_-0.25	prefill	15	B	161	0.0	0.0	0.0	0	0.0
e173_-0.25	prefill	15	ALL	322	0.0	0.0	0.0	0	0.0
e173_-0.25	prefill	16	A	161	0.003944348453871165	0.031055900621118012	0.12700802021465152	0	0.0
e173_-0.25	prefill	16	B	161	0.0050524973875477625	0.043478260869565216	0.11620743991359854	0	0.0
e173_-0.25	prefill	16	ALL	322	0.004498422920709464	0.037267080745341616	0.12070768170570394	0	0.0
e173_-0.25	prefill	17	A	161	0.0007291591766283151	0.006211180124223602	0.11739462743715874	0	0.0
e173_-0.25	prefill	17	B	161	0.00819318570393762	0.055900621118012424	0.146566988703773	3	0.018633540372670808
e173_-0.25	prefill	17	ALL	322	0.004461172440282967	0.031055900621118012	0.14364975257711154	3	0.009316770186335404
e173_-0.25	prefill	18	A	161	0.004762298892050704	0.037267080745341616	0.12778835360336055	1	0.006211180124223602
e173_-0.25	prefill	18	B	161	0.001300279833996323	0.012422360248447204	0.10467252663670401	0	0.0
e173_-0.25	prefill	18	ALL	322	0.0030312893630235135	0.024844720496894408	0.12200939686169643	1	0.003105590062111801
e173_-0.25	prefill	19	A	161	0.008764288165067429	0.06832298136645963	0.1282773085978051	1	0.006211180124223602
e173_-0.25	prefill	19	B	161	0.006729774929598484	0.062111801242236024	0.10834937636653559	0	0.0
e173_-0.25	prefill	19	ALL	322	0.0077470315473329564	0.06521739130434782	0.11878781705910534	1	0.003105590062111801
e173_-0.25	prefill	20	A	161	0.005699569965887875	0.06832298136645963	0.08342097859163161	0	0.0
e173_-0.25	prefill	20	B	161	0.0038884828478440393	0.043478260869565216	0.0894351055004129	0	0.0
e173_-0.25	prefill	20	ALL	322	0.004794026406865957	0.055900621118012424	0.08575980572282434	0	0.0
e173_-0.25	prefill	21	A	161	0.0011507083833662162	0.012422360248447204	0.09263202486098042	0	0.0
e173_-0.25	prefill	21	B	161	0.009942478000503772	0.09316770186335403	0.10671593053874048	0	0.0
e173_-0.25	prefill	21	ALL	322	0.005546593191934995	0.052795031055900624	0.10505900045900401	0	0.0
e173_-0.25	prefill	22	A	161	0.0	0.0	0.0	0	0.0
e173_-0.25	prefill	22	B	161	0.0	0.0	0.0	0	0.0
e173_-0.25	prefill	22	ALL	322	0.0	0.0	0.0	0	0.0
e173_-0.25	prefill	23	A	161	0.0	0.0	0.0	0	0.0
e173_-0.25	prefill	23	B	161	0.0011346058338615836	0.012422360248447204	0.09133576962585749	0	0.0
e173_-0.25	prefill	23	ALL	322	0.0005673029169307918	0.006211180124223602	0.09133576962585749	0	0.0
e173_-0.25	prefill	24	A	161	0.0	0.0	0.0	0	0.0
e173_-0.25	prefill	24	B	161	0.0	0.0	0.0	0	0.0
e173_-0.25	prefill	24	ALL	322	0.0	0.0	0.0	0	0.0
e173_-0.25	prefill	25	A	161	0.046974457967999726	0.2795031055900621	0.1680641718410657	14	0.08695652173913043
e173_-0.25	prefill	25	B	161	0.019568356212584525	0.14285714285714285	0.13697849348809168	4	0.024844720496894408
e173_-0.25	prefill	25	ALL	322	0.03327140709029211	0.2111801242236025	0.15754989828050087	18	0.055900621118012424
e173_-0.25	prefill	26	A	161	0.0	0.0	0.0	0	0.0
e173_-0.25	prefill	26	B	161	0.0	0.0	0.0	0	0.0
e173_-0.25	prefill	26	ALL	322	0.0	0.0	0.0	0	0.0
e173_-0.25	prefill	27	A	161	0.0	0.0	0.0	0	0.0
e173_-0.25	prefill	27	B	161	0.0	0.0	0.0	0	0.0
e173_-0.25	prefill	27	ALL	322	0.0	0.0	0.0	0	0.0
e173_-0.25	prefill	28	A	161	0.0005528723240072569	0.006211180124223602	0.08901244416516838	0	0.0
e173_-0.25	prefill	28	B	161	0.0024237473544622846	0.018633540372670808	0.1300744413561426	0	0.0
e173_-0.25	prefill	28	ALL	322	0.0014883098392347708	0.012422360248447204	0.11980894205839906	0	0.0
e173_-0.25	prefill	29	A	161	0.0017609287345395673	0.012422360248447204	0.14175476313043517	0	0.0
e173_-0.25	prefill	29	B	161	0.005621790843319487	0.049689440993788817	0.11313854072180468	0	0.0
e173_-0.25	prefill	29	ALL	322	0.0036913597889295276	0.031055900621118012	0.11886178520353079	0	0.0
e173_-0.25	prefill	30	A	161	0.0030513766539585203	0.024844720496894408	0.12281791032183045	0	0.0
e173_-0.25	prefill	30	B	161	0.0	0.0	0.0	0	0.0
e173_-0.25	prefill	30	ALL	322	0.0015256883269792602	0.012422360248447204	0.12281791032183045	0	0.0
e173_-0.25	prefill	31	A	161	0.000933735870029423	0.012422360248447204	0.07516573753736855	0	0.0
e173_-0.25	prefill	31	B	161	0.0008615718476056283	0.012422360248447204	0.06935653373225308	0	0.0
e173_-0.25	prefill	31	ALL	322	0.0008976538588175257	0.012422360248447204	0.07226113563481082	0	0.0
e173_-0.25	prefill	32	A	161	0.0	0.0	0.0	0	0.0
e173_-0.25	prefill	32	B	161	0.0	0.0	0.0	0	0.0
e173_-0.25	prefill	32	ALL	322	0.0	0.0	0.0	0	0.0
e173_-0.25	prefill	33	A	161	0.0	0.0	0.0	0	0.0
e173_-0.25	prefill	33	B	161	0.0	0.0	0.0	0	0.0
e173_-0.25	prefill	33	ALL	322	0.0	0.0	0.0	0	0.0
e173_-0.25	prefill	34	A	161	0.0	0.0	0.0	0	0.0
e173_-0.25	prefill	34	B	161	0.0	0.0	0.0	0	0.0
e173_-0.25	prefill	34	ALL	322	0.0	0.0	0.0	0	0.0
e173_-0.25	prefill	35	A	161	0.0004477508606423577	0.006211180124223602	0.07208788856341959	0	0.0
e173_-0.25	prefill	35	B	161	0.000541616277397363	0.006211180124223602	0.08720022066097545	0	0.0
e173_-0.25	prefill	35	ALL	322	0.0004946835690198603	0.006211180124223602	0.07964405461219752	0	0.0
e173_-0.25	prefill	36	A	161	0.0	0.0	0.0	0	0.0
e173_-0.25	prefill	36	B	161	0.0	0.0	0.0	0	0.0
e173_-0.25	prefill	36	ALL	322	0.0	0.0	0.0	0	0.0
e173_-0.25	prefill	37	A	161	0.0	0.0	0.0	0	0.0
e173_-0.25	prefill	37	B	161	0.0	0.0	0.0	0	0.0
e173_-0.25	prefill	37	ALL	322	0.0	0.0	0.0	0	0.0
e173_-0.25	prefill	38	A	161	0.009303964510775548	0.09316770186335403	0.09986255241565756	0	0.0
e173_-0.25	prefill	38	B	161	0.0038106958980313774	0.037267080745341616	0.10225367326384195	0	0.0
e173_-0.25	prefill	38	ALL	322	0.006557330204403461	0.06521739130434782	0.10054572980085308	0	0.0
e173_-0.25	generation_clean	0	A	563	0.0012927275672718057	0.015985790408525755	0.08086729115266962	0	0.0
e173_-0.25	generation_clean	0	B	768	0.001617116759234958	0.01953125	0.08279637807282984	0	0.0
e173_-0.25	generation_clean	0	ALL	1331	0.0014799032993737596	0.018031555221637866	0.08207297047776975	0	0.0
e173_-0.25	generation_clean	1	A	563	0.005215817200874922	0.03019538188277087	0.17273559318191653	2	0.003552397868561279
e173_-0.25	generation_clean	1	B	768	0.004136573154042576	0.029947916666666668	0.1381255731436825	4	0.005208333333333333
e173_-0.25	generation_clean	1	ALL	1331	0.0045930828447763175	0.03005259203606311	0.15283483165993197	6	0.004507888805409466
e173_-0.25	generation_clean	2	A	563	0.0008464883969403054	0.003552397868561279	0.238286483738696	2	0.003552397868561279
e173_-0.25	generation_clean	2	B	768	0.003081497179321501	0.018229166666666668	0.16904213097992232	3	0.00390625
e173_-0.25	generation_clean	2	ALL	1331	0.0021361102939115736	0.012021036814425245	0.17769767507476902	5	0.003756574004507889
e173_-0.25	generation_clean	3	A	563	0.0005756045437560616	0.0053285968028419185	0.10802178604488756	0	0.0
e173_-0.25	generation_clean	3	B	768	0.0004943796400225931	0.005208333333333333	0.09492089088433787	0	0.0
e173_-0.25	generation_clean	3	ALL	1331	0.0005287369809707094	0.005259203606311044	0.10053556023885918	0	0.0
e173_-0.25	generation_clean	4	A	563	0.00011779287936490061	0.0017761989342806395	0.06631739108243905	0	0.0
e173_-0.25	generation_clean	4	B	768	0.00012808671959921064	0.0013020833333333333	0.09837060065219377	0	0.0
e173_-0.25	generation_clean	4	ALL	1331	0.00012373252572098634	0.0015026296018031556	0.0823439958673164	0	0.0
e173_-0.25	generation_clean	5	A	563	8.85449555929924e-05	0.0017761989342806395	0.04985080999885472	0	0.0
e173_-0.25	generation_clean	5	B	768	7.608351180536195e-05	0.0013020833333333333	0.05843213706651798	0	0.0
e173_-0.25	generation_clean	5	ALL	1331	8.135458081545657e-05	0.0015026296018031556	0.05414147353268634	0	0.0
e173_-0.25	generation_clean	6	A	563	0.0017013337399881918	0.019538188277087035	0.08707735414666835	0	0.0
e173_-0.25	generation_clean	6	B	768	0.0011083989909935951	0.014322916666666666	0.0773864022802801	0	0.0
e173_-0.25	generation_clean	6	ALL	1331	0.0013592045985698215	0.01652892561983471	0.08223187821347419	0	0.0
e173_-0.25	generation_clean	7	A	563	0.0	0.0	0.0	0	0.0
e173_-0.25	generation_clean	7	B	768	0.0	0.0	0.0	0	0.0
e173_-0.25	generation_clean	7	ALL	1331	0.0	0.0	0.0	0	0.0
e173_-0.25	generation_clean	8	A	563	0.0016289147124683254	0.014209591474245116	0.1146348728899584	2	0.003552397868561279
e173_-0.25	generation_clean	8	B	768	0.0010814513695185074	0.01171875	0.09228385019891262	1	0.0013020833333333333
e173_-0.25	generation_clean	8	ALL	1331	0.0013130230164612176	0.012772351615326822	0.10280197852411062	3	0.002253944402704733
e173_-0.25	generation_clean	9	A	563	0.0033872205351903888	0.03197158081705151	0.1059447311840105	1	0.0017761989342806395
e173_-0.25	generation_clean	9	B	768	0.005771998115497056	0.049479166666666664	0.11665511980794051	4	0.005208333333333333
e173_-0.25	generation_clean	9	ALL	1331	0.004763260491370342	0.042073628850488355	0.11321249489310581	5	0.003756574004507889
e173_-0.25	generation_clean	10	A	563	0.0006185010150509887	0.0053285968028419185	0.11607202382456888	0	0.0
e173_-0.25	generation_clean	10	B	768	0.0004747518591735912	0.00390625	0.12153647594843935	0	0.0
e173_-0.25	generation_clean	10	ALL	1331	0.0005355563480984408	0.004507888805409466	0.11880424988650412	0	0.0
e173_-0.25	generation_clean	11	A	563	0.0	0.0	0.0	0	0.0
e173_-0.25	generation_clean	11	B	768	0.0	0.0	0.0	0	0.0
e173_-0.25	generation_clean	11	ALL	1331	0.0	0.0	0.0	0	0.0
e173_-0.25	generation_clean	12	A	563	0.0008189567213792977	0.008880994671403197	0.09221452682730892	0	0.0
e173_-0.25	generation_clean	12	B	768	0.0	0.0	0.0	0	0.0
e173_-0.25	generation_clean	12	ALL	1331	0.000346410694317464	0.003756574004507889	0.09221452682730892	0	0.0
e173_-0.25	generation_clean	13	A	563	0.14091771461164787	0.7477797513321492	0.18844815516949584	167	0.2966252220248668
e173_-0.25	generation_clean	13	B	768	0.08833951484847742	0.5911458333333334	0.14943776961152128	69	0.08984375
e173_-0.25	generation_clean	13	ALL	1331	0.11057957981216249	0.6574004507888805	0.16820733797712945	236	0.17731029301277235
e173_-0.25	generation_clean	14	A	563	0.0	0.0	0.0	0	0.0
e173_-0.25	generation_clean	14	B	768	0.0	0.0	0.0	0	0.0
e173_-0.25	generation_clean	14	ALL	1331	0.0	0.0	0.0	0	0.0
e173_-0.25	generation_clean	15	A	563	0.0	0.0	0.0	0	0.0
e173_-0.25	generation_clean	15	B	768	0.0	0.0	0.0	0	0.0
e173_-0.25	generation_clean	15	ALL	1331	0.0	0.0	0.0	0	0.0
e173_-0.25	generation_clean	16	A	563	0.00012468930140866754	0.0017761989342806395	0.07020007669307982	0	0.0
e173_-0.25	generation_clean	16	B	768	0.016686110861022056	0.11848958333333333	0.14082344111280154	9	0.01171875
e173_-0.25	generation_clean	16	ALL	1331	0.009680791298240433	0.06912096168294515	0.14005579584736974	9	0.0067618332081141996
e173_-0.25	generation_clean	17	A	563	0.0019385642628818884	0.019538188277087035	0.0992192436365912	0	0.0
e173_-0.25	generation_clean	17	B	768	0.0034226642285274645	0.028645833333333332	0.11948209670495877	1	0.0013020833333333333
e173_-0.25	generation_clean	17	ALL	1331	0.002794904438400899	0.024793388429752067	0.11272781234883625	1	0.0007513148009015778
e173_-0.25	generation_clean	18	A	563	0.00488836562511128	0.047957371225577264	0.10193147581250558	0	0.0
e173_-0.25	generation_clean	18	B	768	0.0003824045788396705	0.00390625	0.09789557218295565	0	0.0
e173_-0.25	generation_clean	18	ALL	1331	0.002288382091274619	0.022539444027047332	0.1015278854495506	0	0.0
e173_-0.25	generation_clean	19	A	563	0.0003190513243765904	0.003552397868561279	0.0898129478120102	0	0.0
e173_-0.25	generation_clean	19	B	768	0.00033739427068718873	0.00390625	0.08637293329592031	0	0.0
e173_-0.25	generation_clean	19	ALL	1331	0.00032963538355505734	0.003756574004507889	0.08774893910235626	0	0.0
e173_-0.25	generation_clean	20	A	563	0.0	0.0	0.0	0	0.0
e173_-0.25	generation_clean	20	B	768	0.0	0.0	0.0	0	0.0
e173_-0.25	generation_clean	20	ALL	1331	0.0	0.0	0.0	0	0.0
e173_-0.25	generation_clean	21	A	563	0.005374450441283477	0.0497335701598579	0.10806484280152134	0	0.0
e173_-0.25	generation_clean	21	B	768	0.01160990529991493	0.09114583333333333	0.12737724671906667	9	0.01171875
e173_-0.25	generation_clean	21	ALL	1331	0.008972368796977657	0.07362885048835462	0.12185941702833941	9	0.0067618332081141996
e173_-0.25	generation_clean	22	A	563	0.00010004249682820832	0.0017761989342806395	0.056323925714281284	0	0.0
e173_-0.25	generation_clean	22	B	768	0.00024787434130090006	0.0026041666666666665	0.09518374705954563	0	0.0
e173_-0.25	generation_clean	22	ALL	1331	0.0001853429149762378	0.002253944402704733	0.08223047327779084	0	0.0
e173_-0.25	generation_clean	23	A	563	0.00017355589973287361	0.0017761989342806395	0.09771197154960784	0	0.0
e173_-0.25	generation_clean	23	B	768	0.00019452771650925446	0.0026041666666666665	0.07469864313955372	0	0.0
e173_-0.25	generation_clean	23	ALL	1331	0.00018565684284651784	0.002253944402704733	0.08236975260957174	0	0.0
e173_-0.25	generation_clean	24	A	563	0.0003443405251486824	0.003552397868561279	0.0969318578293541	0	0.0
e173_-0.25	generation_clean	24	B	768	0.00012395626996195353	0.0013020833333333333	0.09519841533078031	0	0.0
e173_-0.25	generation_clean	24	ALL	1331	0.00021717665739255337	0.002253944402704733	0.09635404366316284	0	0.0
e173_-0.25	generation_clean	25	A	563	0.14117212644042554	0.6642984014209592	0.21251312081807372	204	0.3623445825932504
e173_-0.25	generation_clean	25	B	768	0.04767745371869326	0.328125	0.14530271609506518	50	0.06510416666666667
e173_-0.25	generation_clean	25	ALL	1331	0.08722478710887757	0.47032306536438767	0.18545717514683074	254	0.19083395942900075
e173_-0.25	generation_clean	26	A	563	0.0	0.0	0.0	0	0.0
e173_-0.25	generation_clean	26	B	768	0.0	0.0	0.0	0	0.0
e173_-0.25	generation_clean	26	ALL	1331	0.0	0.0	0.0	0	0.0
e173_-0.25	generation_clean	27	A	563	0.0	0.0	0.0	0	0.0
e173_-0.25	generation_clean	27	B	768	0.00011876245543634396	0.0013020833333333333	0.09120956577511218	0	0.0
e173_-0.25	generation_clean	27	ALL	1331	6.852709675064775e-05	0.0007513148009015778	0.09120956577511215	0	0.0
e173_-0.25	generation_clean	28	A	563	0.0	0.0	0.0	0	0.0
e173_-0.25	generation_clean	28	B	768	0.003915557415433204	0.037760416666666664	0.103694761898369	0	0.0
e173_-0.25	generation_clean	28	ALL	1331	0.002259314872316079	0.021788129226145755	0.103694761898369	0	0.0
e173_-0.25	generation_clean	29	A	563	0.003086816778544624	0.02664298401420959	0.11585852308804157	0	0.0
e173_-0.25	generation_clean	29	B	768	0.0030900886361514266	0.03125	0.09888283635684565	0	0.0
e173_-0.25	generation_clean	29	ALL	1331	0.0030887046723402857	0.029301277235161533	0.10541194663807488	0	0.0
e173_-0.25	generation_clean	30	A	563	0.002853061488527651	0.03019538188277087	0.09448668341418044	0	0.0
e173_-0.25	generation_clean	30	B	768	0.0003536360497366645	0.00390625	0.09053082873258611	0	0.0
e173_-0.25	generation_clean	30	ALL	1331	0.001410868598226015	0.015026296018031555	0.0938933052119413	0	0.0
e173_-0.25	generation_clean	31	A	563	0.00020128530297360245	0.0017761989342806395	0.11332362557413818	0	0.0
e173_-0.25	generation_clean	31	B	768	0.0006059223062133432	0.005208333333333333	0.11633708279296189	0	0.0
e173_-0.25	generation_clean	31	ALL	1331	0.00043476480596993665	0.003756574004507889	0.11573439134919714	0	0.0
e173_-0.25	generation_clean	32	A	563	0.0010226819343315814	0.010657193605683837	0.09596165483811338	0	0.0
e173_-0.25	generation_clean	32	B	768	0.0019940895228336146	0.018229166666666668	0.10939005382401543	0	0.0
e173_-0.25	generation_clean	32	ALL	1331	0.001583193600724941	0.015026296018031555	0.10536153412824482	0	0.0
e173_-0.25	generation_clean	33	A	563	0.0	0.0	0.0	0	0.0
e173_-0.25	generation_clean	33	B	768	0.0	0.0	0.0	0	0.0
e173_-0.25	generation_clean	33	ALL	1331	0.0	0.0	0.0	0	0.0
e173_-0.25	generation_clean	34	A	563	0.0002777701961018382	0.003552397868561279	0.07819231020266745	0	0.0
e173_-0.25	generation_clean	34	B	768	0.0030857111147450135	0.032552083333333336	0.0947930454449668	0	0.0
e173_-0.25	generation_clean	34	ALL	1331	0.001897979531577389	0.0202854996243426	0.09356336135294462	0	0.0
e173_-0.25	generation_clean	35	A	563	0.0005227815430444222	0.0053285968028419185	0.09810866957800322	0	0.0
e173_-0.25	generation_clean	35	B	768	0.0041533487667540095	0.044270833333333336	0.09381681920197292	1	0.0013020833333333333
e173_-0.25	generation_clean	35	ALL	1331	0.0026176542912104347	0.02779864763335838	0.09416480707029969	1	0.0007513148009015778
e173_-0.25	generation_clean	36	A	563	0.0	0.0	0.0	0	0.0
e173_-0.25	generation_clean	36	B	768	0.0	0.0	0.0	0	0.0
e173_-0.25	generation_clean	36	ALL	1331	0.0	0.0	0.0	0	0.0
e173_-0.25	generation_clean	37	A	563	0.0007173691620086097	0.007104795737122558	0.10096970955271181	0	0.0
e173_-0.25	generation_clean	37	B	768	0.0	0.0	0.0	0	0.0
e173_-0.25	generation_clean	37	ALL	1331	0.00030344014891874326	0.003005259203606311	0.10096970955271181	0	0.0
e173_-0.25	generation_clean	38	A	563	0.0006535190595737269	0.0053285968028419185	0.12264374351333608	0	0.0
e173_-0.25	generation_clean	38	B	768	0.0009353441387795525	0.009114583333333334	0.10262061408324233	0	0.0
e173_-0.25	generation_clean	38	ALL	1331	0.0008161348828870809	0.007513148009015778	0.10862755291227047	0	0.0
e173_-0.25	generation_clean_l39_last_rows	0	A	563	0.0012927275672718057	0.015985790408525755	0.08086729115266962	0	0.0
e173_-0.25	generation_clean_l39_last_rows	0	B	768	0.001617116759234958	0.01953125	0.08279637807282984	0	0.0
e173_-0.25	generation_clean_l39_last_rows	0	ALL	1331	0.0014799032993737596	0.018031555221637866	0.08207297047776975	0	0.0
e173_-0.25	generation_clean_l39_last_rows	1	A	563	0.005215817200874922	0.03019538188277087	0.17273559318191653	2	0.003552397868561279
e173_-0.25	generation_clean_l39_last_rows	1	B	768	0.004136573154042576	0.029947916666666668	0.1381255731436825	4	0.005208333333333333
e173_-0.25	generation_clean_l39_last_rows	1	ALL	1331	0.0045930828447763175	0.03005259203606311	0.15283483165993197	6	0.004507888805409466
e173_-0.25	generation_clean_l39_last_rows	2	A	563	0.0008464883969403054	0.003552397868561279	0.238286483738696	2	0.003552397868561279
e173_-0.25	generation_clean_l39_last_rows	2	B	768	0.003081497179321501	0.018229166666666668	0.16904213097992232	3	0.00390625
e173_-0.25	generation_clean_l39_last_rows	2	ALL	1331	0.0021361102939115736	0.012021036814425245	0.17769767507476902	5	0.003756574004507889
e173_-0.25	generation_clean_l39_last_rows	3	A	563	0.0005756045437560616	0.0053285968028419185	0.10802178604488756	0	0.0
e173_-0.25	generation_clean_l39_last_rows	3	B	768	0.0004943796400225931	0.005208333333333333	0.09492089088433787	0	0.0
e173_-0.25	generation_clean_l39_last_rows	3	ALL	1331	0.0005287369809707094	0.005259203606311044	0.10053556023885918	0	0.0
e173_-0.25	generation_clean_l39_last_rows	4	A	563	0.00011779287936490061	0.0017761989342806395	0.06631739108243905	0	0.0
e173_-0.25	generation_clean_l39_last_rows	4	B	768	0.00012808671959921064	0.0013020833333333333	0.09837060065219377	0	0.0
e173_-0.25	generation_clean_l39_last_rows	4	ALL	1331	0.00012373252572098634	0.0015026296018031556	0.0823439958673164	0	0.0
e173_-0.25	generation_clean_l39_last_rows	5	A	563	8.85449555929924e-05	0.0017761989342806395	0.04985080999885472	0	0.0
e173_-0.25	generation_clean_l39_last_rows	5	B	768	7.608351180536195e-05	0.0013020833333333333	0.05843213706651798	0	0.0
e173_-0.25	generation_clean_l39_last_rows	5	ALL	1331	8.135458081545657e-05	0.0015026296018031556	0.05414147353268634	0	0.0
e173_-0.25	generation_clean_l39_last_rows	6	A	563	0.0017013337399881918	0.019538188277087035	0.08707735414666835	0	0.0
e173_-0.25	generation_clean_l39_last_rows	6	B	768	0.0011083989909935951	0.014322916666666666	0.0773864022802801	0	0.0
e173_-0.25	generation_clean_l39_last_rows	6	ALL	1331	0.0013592045985698215	0.01652892561983471	0.08223187821347419	0	0.0
e173_-0.25	generation_clean_l39_last_rows	7	A	563	0.0	0.0	0.0	0	0.0
e173_-0.25	generation_clean_l39_last_rows	7	B	768	0.0	0.0	0.0	0	0.0
e173_-0.25	generation_clean_l39_last_rows	7	ALL	1331	0.0	0.0	0.0	0	0.0
e173_-0.25	generation_clean_l39_last_rows	8	A	563	0.0016289147124683254	0.014209591474245116	0.1146348728899584	2	0.003552397868561279
e173_-0.25	generation_clean_l39_last_rows	8	B	768	0.0010814513695185074	0.01171875	0.09228385019891262	1	0.0013020833333333333
e173_-0.25	generation_clean_l39_last_rows	8	ALL	1331	0.0013130230164612176	0.012772351615326822	0.10280197852411062	3	0.002253944402704733
e173_-0.25	generation_clean_l39_last_rows	9	A	563	0.0033872205351903888	0.03197158081705151	0.1059447311840105	1	0.0017761989342806395
e173_-0.25	generation_clean_l39_last_rows	9	B	768	0.005771998115497056	0.049479166666666664	0.11665511980794051	4	0.005208333333333333
e173_-0.25	generation_clean_l39_last_rows	9	ALL	1331	0.004763260491370342	0.042073628850488355	0.11321249489310581	5	0.003756574004507889
e173_-0.25	generation_clean_l39_last_rows	10	A	563	0.0006185010150509887	0.0053285968028419185	0.11607202382456888	0	0.0
e173_-0.25	generation_clean_l39_last_rows	10	B	768	0.0004747518591735912	0.00390625	0.12153647594843935	0	0.0
e173_-0.25	generation_clean_l39_last_rows	10	ALL	1331	0.0005355563480984408	0.004507888805409466	0.11880424988650412	0	0.0
e173_-0.25	generation_clean_l39_last_rows	11	A	563	0.0	0.0	0.0	0	0.0
e173_-0.25	generation_clean_l39_last_rows	11	B	768	0.0	0.0	0.0	0	0.0
e173_-0.25	generation_clean_l39_last_rows	11	ALL	1331	0.0	0.0	0.0	0	0.0
e173_-0.25	generation_clean_l39_last_rows	12	A	563	0.0008189567213792977	0.008880994671403197	0.09221452682730892	0	0.0
e173_-0.25	generation_clean_l39_last_rows	12	B	768	0.0	0.0	0.0	0	0.0
e173_-0.25	generation_clean_l39_last_rows	12	ALL	1331	0.000346410694317464	0.003756574004507889	0.09221452682730892	0	0.0
