run	track	layer	group	n_tokens	E173_W	E173_S	E173_Q	E173_dense_top1_wins	E173_dense_top1_share
baseline	prefill	30	ALL	322	0.003771724115865905	0.031055900621118012	0.12144951653088215	1	0.003105590062111801
baseline	prefill	31	A	161	0.005450071875548072	0.062111801242236024	0.08774615719632396	0	0.0
baseline	prefill	31	B	161	0.0034940663277053556	0.037267080745341616	0.09375744646009371	0	0.0
baseline	prefill	31	ALL	322	0.004472069101626715	0.049689440993788817	0.09000039067023766	0	0.0
baseline	prefill	32	A	161	0.0	0.0	0.0	0	0.0
baseline	prefill	32	B	161	0.0	0.0	0.0	0	0.0
baseline	prefill	32	ALL	322	0.0	0.0	0.0	0	0.0
baseline	prefill	33	A	161	0.0005755285983040169	0.006211180124223602	0.09266010432694671	0	0.0
baseline	prefill	33	B	161	0.0010725221024049931	0.012422360248447204	0.08633802924360195	0	0.0
baseline	prefill	33	ALL	322	0.000824025350354505	0.009316770186335404	0.08844538760471687	0	0.0
baseline	prefill	34	A	161	0.0	0.0	0.0	0	0.0
baseline	prefill	34	B	161	0.0010109385793010577	0.012422360248447204	0.08138055563373515	0	0.0
baseline	prefill	34	ALL	322	0.0005054692896505289	0.006211180124223602	0.08138055563373515	0	0.0
baseline	prefill	35	A	161	0.002393212874461218	0.024844720496894408	0.09632681819706403	0	0.0
baseline	prefill	35	B	161	0.0030315417635040152	0.031055900621118012	0.09761564478482929	0	0.0
baseline	prefill	35	ALL	322	0.0027123773189826166	0.027950310559006212	0.09704283296804472	0	0.0
baseline	prefill	36	A	161	0.001279560647181067	0.012422360248447204	0.10300463209807591	0	0.0
baseline	prefill	36	B	161	0.0	0.0	0.0	0	0.0
baseline	prefill	36	ALL	322	0.0006397803235905335	0.006211180124223602	0.10300463209807591	0	0.0
baseline	prefill	37	A	161	0.0	0.0	0.0	0	0.0
baseline	prefill	37	B	161	0.0	0.0	0.0	0	0.0
baseline	prefill	37	ALL	322	0.0	0.0	0.0	0	0.0
baseline	prefill	38	A	161	0.03532889116458418	0.3416149068322981	0.1034172995908737	0	0.0
baseline	prefill	38	B	161	0.021597050715309915	0.2236024844720497	0.09658681014346934	0	0.0
baseline	prefill	38	ALL	322	0.028462970939947038	0.2826086956521739	0.10071512794135107	0	0.0
baseline	generation_clean	0	A	514	0.002870747134126691	0.027237354085603113	0.10539743049579423	0	0.0
baseline	generation_clean	0	B	768	0.0021948817983514037	0.0234375	0.09364829006299323	0	0.0
baseline	generation_clean	0	ALL	1282	0.002465860567921215	0.0249609984399376	0.09878853900234368	0	0.0
baseline	generation_clean	1	A	514	0.0057532357991672955	0.042801556420233464	0.13441650912599953	4	0.007782101167315175
baseline	generation_clean	1	B	768	0.004736724247717254	0.037760416666666664	0.12544152490506383	4	0.005208333333333333
baseline	generation_clean	1	ALL	1282	0.005144280361169142	0.039781591263650544	0.12931308672585962	8	0.0062402496099844
baseline	generation_clean	2	A	514	0.0012310742827380066	0.01556420233463035	0.07909652266591692	0	0.0
baseline	generation_clean	2	B	768	0.004339829338389243	0.041666666666666664	0.10415590412134183	2	0.0026041666666666665
baseline	generation_clean	2	ALL	1282	0.0030934174050002137	0.031201248049921998	0.09914402783025685	2	0.0015600624024961
baseline	generation_clean	3	A	514	0.002856029727101524	0.029182879377431907	0.09786661864867889	0	0.0
baseline	generation_clean	3	B	768	0.001890224639660147	0.016927083333333332	0.11166865563530715	0	0.0
baseline	generation_clean	3	ALL	1282	0.0022774507043597323	0.0218408736349454	0.10427470724961345	0	0.0
baseline	generation_clean	4	A	514	0.0013473031025303202	0.017509727626459144	0.07694597718895384	0	0.0
baseline	generation_clean	4	B	768	0.0012854633437650047	0.015625	0.0822696540009603	0	0.0
baseline	generation_clean	4	ALL	1282	0.0013102571316007084	0.01638065522620905	0.0799880782243861	0	0.0
baseline	generation_clean	5	A	514	0.0007743713954567492	0.009727626459143969	0.07960537945295382	0	0.0
baseline	generation_clean	5	B	768	6.784651984685393e-05	0.0013020833333333333	0.05210612724238382	0	0.0
baseline	generation_clean	5	ALL	1282	0.00035111780382773237	0.0046801872074883	0.07502217075119215	0	0.0
baseline	generation_clean	6	A	514	0.0028461901767113575	0.027237354085603113	0.10449583934497413	0	0.0
baseline	generation_clean	6	B	768	0.0024007033519160468	0.029947916666666668	0.08016261627267494	0	0.0
baseline	generation_clean	6	ALL	1282	0.002579315074181874	0.028861154446177848	0.08936978175949088	0	0.0
baseline	generation_clean	7	A	514	0.0	0.0	0.0	0	0.0
baseline	generation_clean	7	B	768	0.0	0.0	0.0	0	0.0
baseline	generation_clean	7	ALL	1282	0.0	0.0	0.0	0	0.0
baseline	generation_clean	8	A	514	0.0031964349656651214	0.027237354085603113	0.11735482659656231	2	0.0038910505836575876
baseline	generation_clean	8	B	768	0.0018857157534010944	0.01953125	0.09654864657413603	1	0.0013020833333333333
baseline	generation_clean	8	ALL	1282	0.0024112303205646754	0.02262090483619345	0.10659300934358323	3	0.00234009360374415
baseline	generation_clean	9	A	514	0.013506222027012457	0.1303501945525292	0.10361489734155824	3	0.005836575875486381
baseline	generation_clean	9	B	768	0.012381864340684058	0.10416666666666667	0.11886589767056696	11	0.014322916666666666
baseline	generation_clean	9	ALL	1282	0.012832659856107455	0.11466458658346333	0.11191476146618884	14	0.0109204368174727
baseline	generation_clean	10	A	514	0.0008069273168842574	0.005836575875486381	0.13825354695950276	0	0.0
baseline	generation_clean	10	B	768	0.0009827057471836398	0.0078125	0.1257863356395059	0	0.0
baseline	generation_clean	10	ALL	1282	0.0009122298398717189	0.0070202808112324495	0.1299420727461715	0	0.0
baseline	generation_clean	11	A	514	0.0	0.0	0.0	0	0.0
baseline	generation_clean	11	B	768	0.0008091917216431086	0.010416666666666666	0.07768240527773843	0	0.0
baseline	generation_clean	11	ALL	1282	0.00048475759923705727	0.0062402496099844	0.07768240527773843	0	0.0
baseline	generation_clean	12	A	514	0.0	0.0	0.0	0	0.0
baseline	generation_clean	12	B	768	0.0004263305811450227	0.006510416666666667	0.06548437726387549	0	0.0
baseline	generation_clean	12	ALL	1282	0.00025539928730060644	0.0039001560062402497	0.06548437726387549	0	0.0
baseline	generation_clean	13	A	514	0.19083415260394332	0.857976653696498	0.22242347945221513	235	0.4571984435797665
baseline	generation_clean	13	B	768	0.11876317789786782	0.6875	0.17274644057871683	125	0.16276041666666666
baseline	generation_clean	13	ALL	1282	0.147659028911068	0.7558502340093604	0.19535487622702702	360	0.28081123244929795
baseline	generation_clean	14	A	514	0.0002250631834724907	0.0019455252918287938	0.11568247630486023	0	0.0
baseline	generation_clean	14	B	768	0.0001406518908613988	0.0013020833333333333	0.10802065218155428	0	0.0
baseline	generation_clean	14	ALL	1282	0.00017449542003620475	0.0015600624024961	0.11185156424320725	0	0.0
baseline	generation_clean	15	A	514	0.000558934482475278	0.005836575875486381	0.09576410799743097	0	0.0
baseline	generation_clean	15	B	768	0.0007739478872983616	0.009114583333333334	0.08491313963502024	0	0.0
baseline	generation_clean	15	ALL	1282	0.00068774126477179	0.0078003120124804995	0.08816843014374347	0	0.0
baseline	generation_clean	16	A	514	0.0005779971991159279	0.007782101167315175	0.07427264008639672	0	0.0
baseline	generation_clean	16	B	768	0.02313242173636411	0.140625	0.164497221236367	25	0.032552083333333336
baseline	generation_clean	16	ALL	1282	0.014089540135626537	0.0873634945397816	0.16127491476672517	25	0.01950078003120125
baseline	generation_clean	17	A	514	0.0025530217558603096	0.023346303501945526	0.1093544318760166	0	0.0
baseline	generation_clean	17	B	768	0.004492779100619028	0.037760416666666664	0.11898118445777289	2	0.0026041666666666665
baseline	generation_clean	17	ALL	1282	0.003715060477213425	0.031981279251170044	0.1161635983362832	2	0.0015600624024961
baseline	generation_clean	18	A	514	0.0036862097174810505	0.04085603112840467	0.09022437118025046	0	0.0
baseline	generation_clean	18	B	768	0.0018551807750828355	0.020833333333333332	0.0890486772039761	0	0.0
baseline	generation_clean	18	ALL	1282	0.0025893062636886716	0.028861154446177848	0.08971596297429398	0	0.0
baseline	generation_clean	19	A	514	0.002087358185011221	0.021400778210116732	0.09753655519052432	0	0.0
baseline	generation_clean	19	B	768	0.00090502298367689	0.009114583333333334	0.09929395020912163	0	0.0
baseline	generation_clean	19	ALL	1282	0.0013790637742274719	0.014040561622464899	0.09821998658664549	0	0.0
baseline	generation_clean	20	A	514	0.00036950451299378704	0.0038910505836575876	0.09496265983940326	0	0.0
baseline	generation_clean	20	B	768	0.0	0.0	0.0	0	0.0
baseline	generation_clean	20	ALL	1282	0.00014814767525647937	0.0015600624024961	0.09496265983940327	0	0.0
baseline	generation_clean	21	A	514	0.016981171411559828	0.14007782101167315	0.1212266959103021	8	0.01556420233463035
baseline	generation_clean	21	B	768	0.019710131270106786	0.1484375	0.1327840422407194	25	0.032552083333333336
baseline	generation_clean	21	ALL	1282	0.018615992918084044	0.14508580343213728	0.12831023075797712	33	0.02574102964118565
baseline	generation_clean	22	A	514	0.00013981894562893998	0.0019455252918287938	0.07186693805327514	0	0.0
baseline	generation_clean	22	B	768	0.0002914773192675901	0.0026041666666666665	0.11192729059875461	0	0.0
baseline	generation_clean	22	ALL	1282	0.00023067201189608767	0.00234009360374415	0.09857383975026146	0	0.0
baseline	generation_clean	23	A	514	0.001046630167469852	0.011673151750972763	0.08966131767991732	0	0.0
baseline	generation_clean	23	B	768	0.0018746194905124502	0.01953125	0.09598051791423745	1	0.0013020833333333333
baseline	generation_clean	23	ALL	1282	0.0015426487322878827	0.01638065522620905	0.09417503213300311	1	0.00078003120124805
baseline	generation_clean	24	A	514	0.0	0.0	0.0	0	0.0
baseline	generation_clean	24	B	768	5.6546420533600486e-05	0.0013020833333333333	0.04342765096980518	0	0.0
baseline	generation_clean	24	ALL	1282	3.387492275335817e-05	0.00078003120124805	0.04342765096980517	0	0.0
baseline	generation_clean	25	A	514	0.19179078947557215	0.8093385214007782	0.23697227353472136	234	0.45525291828793774
baseline	generation_clean	25	B	768	0.0677536538861775	0.42578125	0.1591278476592793	89	0.11588541666666667
baseline	generation_clean	25	ALL	1282	0.11748461152498323	0.5795631825273011	0.20271234451551615	323	0.25195007800312014
baseline	generation_clean	26	A	514	0.0	0.0	0.0	0	0.0
baseline	generation_clean	26	B	768	0.0009641419129953398	0.010416666666666666	0.09255762364755263	0	0.0
baseline	generation_clean	26	ALL	1282	0.000577582674867723	0.0062402496099844	0.0925576236475526	0	0.0
baseline	generation_clean	27	A	514	0.00027900379761076205	0.0038910505836575876	0.07170397598596584	0	0.0
baseline	generation_clean	27	B	768	0.002938950426766687	0.032552083333333336	0.09028455711027263	0	0.0
baseline	generation_clean	27	ALL	1282	0.0018724819654670417	0.02106084243369735	0.08890821776773138	0	0.0
baseline	generation_clean	28	A	514	0.0	0.0	0.0	0	0.0
baseline	generation_clean	28	B	768	0.007706617921770956	0.0703125	0.10960523266518693	3	0.00390625
baseline	generation_clean	28	ALL	1282	0.004616757070140479	0.0421216848673947	0.10960523266518693	3	0.00234009360374415
baseline	generation_clean	29	A	514	0.002000606784245905	0.017509727626459144	0.11425687634471057	0	0.0
baseline	generation_clean	29	B	768	0.007582660222550695	0.06770833333333333	0.11199005867151796	2	0.0026041666666666665
baseline	generation_clean	29	ALL	1282	0.005344613836210083	0.04758190327613104	0.11232450718067748	2	0.0015600624024961
baseline	generation_clean	30	A	514	0.0010939273874911355	0.011673151750972763	0.09371311286174061	0	0.0
baseline	generation_clean	30	B	768	0.001605606648684172	0.018229166666666668	0.088078993299246	0	0.0
baseline	generation_clean	30	ALL	1282	0.0014004559932604425	0.015600624024960999	0.08976922916799436	0	0.0
baseline	generation_clean	31	A	514	0.0013312428636403403	0.013618677042801557	0.0977512617015907	0	0.0
baseline	generation_clean	31	B	768	0.0022006347625532726	0.018229166666666668	0.12072053554577952	1	0.0013020833333333333
baseline	generation_clean	31	ALL	1282	0.0018520642196193822	0.01638065522620905	0.1130641109310499	1	0.00078003120124805
baseline	generation_clean	32	A	514	0.0023017745228590737	0.021400778210116732	0.10755564588632399	1	0.0019455252918287938
baseline	generation_clean	32	B	768	0.004835783539634295	0.040364583333333336	0.11980263736900447	3	0.00390625
baseline	generation_clean	32	ALL	1282	0.0038198080056074113	0.0327613104524181	0.11659509198068337	4	0.0031201248049922
baseline	generation_clean	33	A	514	0.00018109694395048774	0.0019455252918287938	0.0930838291905507	0	0.0
baseline	generation_clean	33	B	768	0.00031932083265468267	0.00390625	0.08174613315959876	0	0.0
baseline	generation_clean	33	ALL	1282	0.00026390189443786815	0.0031201248049922	0.08458055716733674	0	0.0
baseline	generation_clean	34	A	514	0.00013347203944308688	0.0019455252918287938	0.06860462827374665	0	0.0
baseline	generation_clean	34	B	768	0.00820226763349535	0.06770833333333333	0.1211411835100852	7	0.009114583333333334
baseline	generation_clean	34	ALL	1282	0.0049671967010906206	0.041341653666146644	0.12014992775090898	7	0.00546021840873635
baseline	generation_clean	35	A	514	0.0027511645570272585	0.027237354085603113	0.10100704159371506	0	0.0
baseline	generation_clean	35	B	768	0.009680335285090066	0.09895833333333333	0.09782233551248909	1	0.0013020833333333333
baseline	generation_clean	35	ALL	1282	0.006902181030624948	0.07020280811232449	0.09831773423623538	1	0.00078003120124805
baseline	generation_clean	36	A	514	0.0	0.0	0.0	0	0.0
baseline	generation_clean	36	B	768	0.0	0.0	0.0	0	0.0
baseline	generation_clean	36	ALL	1282	0.0	0.0	0.0	0	0.0
baseline	generation_clean	37	A	514	0.0022253192995930044	0.023346303501945526	0.09531784333256701	0	0.0
baseline	generation_clean	37	B	768	0.00017573641154150632	0.0013020833333333333	0.13496556406387686	0	0.0
baseline	generation_clean	37	ALL	1282	0.0009974880530847748	0.01014040561622465	0.09836766800420625	0	0.0
baseline	generation_clean	38	A	514	0.002065788981976952	0.017509727626459144	0.1179795040817948	0	0.0
baseline	generation_clean	38	B	768	0.004073452468085802	0.037760416666666664	0.10787625846516882	0	0.0
baseline	generation_clean	38	ALL	1282	0.003268507825449336	0.029641185647425898	0.11026913242700127	0	0.0
baseline	generation_clean_l39_last_rows	0	A	514	0.002870747134126691	0.027237354085603113	0.10539743049579423	0	0.0
baseline	generation_clean_l39_last_rows	0	B	768	0.0021948817983514037	0.0234375	0.09364829006299323	0	0.0
baseline	generation_clean_l39_last_rows	0	ALL	1282	0.002465860567921215	0.0249609984399376	0.09878853900234368	0	0.0
baseline	generation_clean_l39_last_rows	1	A	514	0.0057532357991672955	0.042801556420233464	0.13441650912599953	4	0.007782101167315175
baseline	generation_clean_l39_last_rows	1	B	768	0.004736724247717254	0.037760416666666664	0.12544152490506383	4	0.005208333333333333
baseline	generation_clean_l39_last_rows	1	ALL	1282	0.005144280361169142	0.039781591263650544	0.12931308672585962	8	0.0062402496099844
baseline	generation_clean_l39_last_rows	2	A	514	0.0012310742827380066	0.01556420233463035	0.07909652266591692	0	0.0
baseline	generation_clean_l39_last_rows	2	B	768	0.004339829338389243	0.041666666666666664	0.10415590412134183	2	0.0026041666666666665
baseline	generation_clean_l39_last_rows	2	ALL	1282	0.0030934174050002137	0.031201248049921998	0.09914402783025685	2	0.0015600624024961
baseline	generation_clean_l39_last_rows	3	A	514	0.002856029727101524	0.029182879377431907	0.09786661864867889	0	0.0
baseline	generation_clean_l39_last_rows	3	B	768	0.001890224639660147	0.016927083333333332	0.11166865563530715	0	0.0
baseline	generation_clean_l39_last_rows	3	ALL	1282	0.0022774507043597323	0.0218408736349454	0.10427470724961345	0	0.0
baseline	generation_clean_l39_last_rows	4	A	514	0.0013473031025303202	0.017509727626459144	0.07694597718895384	0	0.0
baseline	generation_clean_l39_last_rows	4	B	768	0.0012854633437650047	0.015625	0.0822696540009603	0	0.0
baseline	generation_clean_l39_last_rows	4	ALL	1282	0.0013102571316007084	0.01638065522620905	0.0799880782243861	0	0.0
baseline	generation_clean_l39_last_rows	5	A	514	0.0007743713954567492	0.009727626459143969	0.07960537945295382	0	0.0
baseline	generation_clean_l39_last_rows	5	B	768	6.784651984685393e-05	0.0013020833333333333	0.05210612724238382	0	0.0
baseline	generation_clean_l39_last_rows	5	ALL	1282	0.00035111780382773237	0.0046801872074883	0.07502217075119215	0	0.0
baseline	generation_clean_l39_last_rows	6	A	514	0.0028461901767113575	0.027237354085603113	0.10449583934497413	0	0.0
baseline	generation_clean_l39_last_rows	6	B	768	0.0024007033519160468	0.029947916666666668	0.08016261627267494	0	0.0
baseline	generation_clean_l39_last_rows	6	ALL	1282	0.002579315074181874	0.028861154446177848	0.08936978175949088	0	0.0
baseline	generation_clean_l39_last_rows	7	A	514	0.0	0.0	0.0	0	0.0
baseline	generation_clean_l39_last_rows	7	B	768	0.0	0.0	0.0	0	0.0
baseline	generation_clean_l39_last_rows	7	ALL	1282	0.0	0.0	0.0	0	0.0
baseline	generation_clean_l39_last_rows	8	A	514	0.0031964349656651214	0.027237354085603113	0.11735482659656231	2	0.0038910505836575876
baseline	generation_clean_l39_last_rows	8	B	768	0.0018857157534010944	0.01953125	0.09654864657413603	1	0.0013020833333333333
baseline	generation_clean_l39_last_rows	8	ALL	1282	0.0024112303205646754	0.02262090483619345	0.10659300934358323	3	0.00234009360374415
baseline	generation_clean_l39_last_rows	9	A	514	0.013506222027012457	0.1303501945525292	0.10361489734155824	3	0.005836575875486381
baseline	generation_clean_l39_last_rows	9	B	768	0.012381864340684058	0.10416666666666667	0.11886589767056696	11	0.014322916666666666
baseline	generation_clean_l39_last_rows	9	ALL	1282	0.012832659856107455	0.11466458658346333	0.11191476146618884	14	0.0109204368174727
baseline	generation_clean_l39_last_rows	10	A	514	0.0008069273168842574	0.005836575875486381	0.13825354695950276	0	0.0
baseline	generation_clean_l39_last_rows	10	B	768	0.0009827057471836398	0.0078125	0.1257863356395059	0	0.0
baseline	generation_clean_l39_last_rows	10	ALL	1282	0.0009122298398717189	0.0070202808112324495	0.1299420727461715	0	0.0
baseline	generation_clean_l39_last_rows	11	A	514	0.0	0.0	0.0	0	0.0
baseline	generation_clean_l39_last_rows	11	B	768	0.0008091917216431086	0.010416666666666666	0.07768240527773843	0	0.0
baseline	generation_clean_l39_last_rows	11	ALL	1282	0.00048475759923705727	0.0062402496099844	0.07768240527773843	0	0.0
baseline	generation_clean_l39_last_rows	12	A	514	0.0	0.0	0.0	0	0.0
baseline	generation_clean_l39_last_rows	12	B	768	0.0004263305811450227	0.006510416666666667	0.06548437726387549	0	0.0
baseline	generation_clean_l39_last_rows	12	ALL	1282	0.00025539928730060644	0.0039001560062402497	0.06548437726387549	0	0.0
baseline	generation_clean_l39_last_rows	13	A	514	0.19083415260394332	0.857976653696498	0.22242347945221513	235	0.4571984435797665
baseline	generation_clean_l39_last_rows	13	B	768	0.11876317789786782	0.6875	0.17274644057871683	125	0.16276041666666666
baseline	generation_clean_l39_last_rows	13	ALL	1282	0.147659028911068	0.7558502340093604	0.19535487622702702	360	0.28081123244929795
baseline	generation_clean_l39_last_rows	14	A	514	0.0002250631834724907	0.0019455252918287938	0.11568247630486023	0	0.0
baseline	generation_clean_l39_last_rows	14	B	768	0.0001406518908613988	0.0013020833333333333	0.10802065218155428	0	0.0
baseline	generation_clean_l39_last_rows	14	ALL	1282	0.00017449542003620475	0.0015600624024961	0.11185156424320725	0	0.0
baseline	generation_clean_l39_last_rows	15	A	514	0.000558934482475278	0.005836575875486381	0.09576410799743097	0	0.0
baseline	generation_clean_l39_last_rows	15	B	768	0.0007739478872983616	0.009114583333333334	0.08491313963502024	0	0.0
baseline	generation_clean_l39_last_rows	15	ALL	1282	0.00068774126477179	0.0078003120124804995	0.08816843014374347	0	0.0
baseline	generation_clean_l39_last_rows	16	A	514	0.0005779971991159279	0.007782101167315175	0.07427264008639672	0	0.0
baseline	generation_clean_l39_last_rows	16	B	768	0.02313242173636411	0.140625	0.164497221236367	25	0.032552083333333336
baseline	generation_clean_l39_last_rows	16	ALL	1282	0.014089540135626537	0.0873634945397816	0.16127491476672517	25	0.01950078003120125
baseline	generation_clean_l39_last_rows	17	A	514	0.0025530217558603096	0.023346303501945526	0.1093544318760166	0	0.0
baseline	generation_clean_l39_last_rows	17	B	768	0.004492779100619028	0.037760416666666664	0.11898118445777289	2	0.0026041666666666665
baseline	generation_clean_l39_last_rows	17	ALL	1282	0.003715060477213425	0.031981279251170044	0.1161635983362832	2	0.0015600624024961
baseline	generation_clean_l39_last_rows	18	A	514	0.0036862097174810505	0.04085603112840467	0.09022437118025046	0	0.0
baseline	generation_clean_l39_last_rows	18	B	768	0.0018551807750828355	0.020833333333333332	0.0890486772039761	0	0.0
baseline	generation_clean_l39_last_rows	18	ALL	1282	0.0025893062636886716	0.028861154446177848	0.08971596297429398	0	0.0
baseline	generation_clean_l39_last_rows	19	A	514	0.002087358185011221	0.021400778210116732	0.09753655519052432	0	0.0
baseline	generation_clean_l39_last_rows	19	B	768	0.00090502298367689	0.009114583333333334	0.09929395020912163	0	0.0
baseline	generation_clean_l39_last_rows	19	ALL	1282	0.0013790637742274719	0.014040561622464899	0.09821998658664549	0	0.0
baseline	generation_clean_l39_last_rows	20	A	514	0.00036950451299378704	0.0038910505836575876	0.09496265983940326	0	0.0
baseline	generation_clean_l39_last_rows	20	B	768	0.0	0.0	0.0	0	0.0
baseline	generation_clean_l39_last_rows	20	ALL	1282	0.00014814767525647937	0.0015600624024961	0.09496265983940327	0	0.0
baseline	generation_clean_l39_last_rows	21	A	514	0.016981171411559828	0.14007782101167315	0.1212266959103021	8	0.01556420233463035
baseline	generation_clean_l39_last_rows	21	B	768	0.019710131270106786	0.1484375	0.1327840422407194	25	0.032552083333333336
baseline	generation_clean_l39_last_rows	21	ALL	1282	0.018615992918084044	0.14508580343213728	0.12831023075797712	33	0.02574102964118565
baseline	generation_clean_l39_last_rows	22	A	514	0.00013981894562893998	0.0019455252918287938	0.07186693805327514	0	0.0
baseline	generation_clean_l39_last_rows	22	B	768	0.0002914773192675901	0.0026041666666666665	0.11192729059875461	0	0.0
baseline	generation_clean_l39_last_rows	22	ALL	1282	0.00023067201189608767	0.00234009360374415	0.09857383975026146	0	0.0
baseline	generation_clean_l39_last_rows	23	A	514	0.001046630167469852	0.011673151750972763	0.08966131767991732	0	0.0
baseline	generation_clean_l39_last_rows	23	B	768	0.0018746194905124502	0.01953125	0.09598051791423745	1	0.0013020833333333333
baseline	generation_clean_l39_last_rows	23	ALL	1282	0.0015426487322878827	0.01638065522620905	0.09417503213300311	1	0.00078003120124805
baseline	generation_clean_l39_last_rows	24	A	514	0.0	0.0	0.0	0	0.0
baseline	generation_clean_l39_last_rows	24	B	768	5.6546420533600486e-05	0.0013020833333333333	0.04342765096980518	0	0.0
baseline	generation_clean_l39_last_rows	24	ALL	1282	3.387492275335817e-05	0.00078003120124805	0.04342765096980517	0	0.0
baseline	generation_clean_l39_last_rows	25	A	514	0.19179078947557215	0.8093385214007782	0.23697227353472136	234	0.45525291828793774
baseline	generation_clean_l39_last_rows	25	B	768	0.0677536538861775	0.42578125	0.1591278476592793	89	0.11588541666666667
baseline	generation_clean_l39_last_rows	25	ALL	1282	0.11748461152498323	0.5795631825273011	0.20271234451551615	323	0.25195007800312014
baseline	generation_clean_l39_last_rows	26	A	514	0.0	0.0	0.0	0	0.0
baseline	generation_clean_l39_last_rows	26	B	768	0.0009641419129953398	0.010416666666666666	0.09255762364755263	0	0.0
baseline	generation_clean_l39_last_rows	26	ALL	1282	0.000577582674867723	0.0062402496099844	0.0925576236475526	0	0.0
baseline	generation_clean_l39_last_rows	27	A	514	0.00027900379761076205	0.0038910505836575876	0.07170397598596584	0	0.0
baseline	generation_clean_l39_last_rows	27	B	768	0.002938950426766687	0.032552083333333336	0.09028455711027263	0	0.0
baseline	generation_clean_l39_last_rows	27	ALL	1282	0.0018724819654670417	0.02106084243369735	0.08890821776773138	0	0.0
baseline	generation_clean_l39_last_rows	28	A	514	0.0	0.0	0.0	0	0.0
baseline	generation_clean_l39_last_rows	28	B	768	0.007706617921770956	0.0703125	0.10960523266518693	3	0.00390625
baseline	generation_clean_l39_last_rows	28	ALL	1282	0.004616757070140479	0.0421216848673947	0.10960523266518693	3	0.00234009360374415
baseline	generation_clean_l39_last_rows	29	A	514	0.002000606784245905	0.017509727626459144	0.11425687634471057	0	0.0
baseline	generation_clean_l39_last_rows	29	B	768	0.007582660222550695	0.06770833333333333	0.11199005867151796	2	0.0026041666666666665
baseline	generation_clean_l39_last_rows	29	ALL	1282	0.005344613836210083	0.04758190327613104	0.11232450718067748	2	0.0015600624024961
baseline	generation_clean_l39_last_rows	30	A	514	0.0010939273874911355	0.011673151750972763	0.09371311286174061	0	0.0
baseline	generation_clean_l39_last_rows	30	B	768	0.001605606648684172	0.018229166666666668	0.088078993299246	0	0.0
baseline	generation_clean_l39_last_rows	30	ALL	1282	0.0014004559932604425	0.015600624024960999	0.08976922916799436	0	0.0
baseline	generation_clean_l39_last_rows	31	A	514	0.0013312428636403403	0.013618677042801557	0.0977512617015907	0	0.0
baseline	generation_clean_l39_last_rows	31	B	768	0.0022006347625532726	0.018229166666666668	0.12072053554577952	1	0.0013020833333333333
baseline	generation_clean_l39_last_rows	31	ALL	1282	0.0018520642196193822	0.01638065522620905	0.1130641109310499	1	0.00078003120124805
baseline	generation_clean_l39_last_rows	32	A	514	0.0023017745228590737	0.021400778210116732	0.10755564588632399	1	0.0019455252918287938
baseline	generation_clean_l39_last_rows	32	B	768	0.004835783539634295	0.040364583333333336	0.11980263736900447	3	0.00390625
baseline	generation_clean_l39_last_rows	32	ALL	1282	0.0038198080056074113	0.0327613104524181	0.11659509198068337	4	0.0031201248049922
baseline	generation_clean_l39_last_rows	33	A	514	0.00018109694395048774	0.0019455252918287938	0.0930838291905507	0	0.0
baseline	generation_clean_l39_last_rows	33	B	768	0.00031932083265468267	0.00390625	0.08174613315959876	0	0.0
baseline	generation_clean_l39_last_rows	33	ALL	1282	0.00026390189443786815	0.0031201248049922	0.08458055716733674	0	0.0
baseline	generation_clean_l39_last_rows	34	A	514	0.00013347203944308688	0.0019455252918287938	0.06860462827374665	0	0.0
baseline	generation_clean_l39_last_rows	34	B	768	0.00820226763349535	0.06770833333333333	0.1211411835100852	7	0.009114583333333334
baseline	generation_clean_l39_last_rows	34	ALL	1282	0.0049671967010906206	0.041341653666146644	0.12014992775090898	7	0.00546021840873635
baseline	generation_clean_l39_last_rows	35	A	514	0.0027511645570272585	0.027237354085603113	0.10100704159371506	0	0.0
baseline	generation_clean_l39_last_rows	35	B	768	0.009680335285090066	0.09895833333333333	0.09782233551248909	1	0.0013020833333333333
baseline	generation_clean_l39_last_rows	35	ALL	1282	0.006902181030624948	0.07020280811232449	0.09831773423623538	1	0.00078003120124805
baseline	generation_clean_l39_last_rows	36	A	514	0.0	0.0	0.0	0	0.0
baseline	generation_clean_l39_last_rows	36	B	768	0.0	0.0	0.0	0	0.0
baseline	generation_clean_l39_last_rows	36	ALL	1282	0.0	0.0	0.0	0	0.0
baseline	generation_clean_l39_last_rows	37	A	514	0.0022253192995930044	0.023346303501945526	0.09531784333256701	0	0.0
baseline	generation_clean_l39_last_rows	37	B	768	0.00017573641154150632	0.0013020833333333333	0.13496556406387686	0	0.0
baseline	generation_clean_l39_last_rows	37	ALL	1282	0.0009974880530847748	0.01014040561622465	0.09836766800420625	0	0.0
baseline	generation_clean_l39_last_rows	38	A	514	0.002065788981976952	0.017509727626459144	0.1179795040817948	0	0.0
baseline	generation_clean_l39_last_rows	38	B	768	0.004073452468085802	0.037760416666666664	0.10787625846516882	0	0.0
baseline	generation_clean_l39_last_rows	38	ALL	1282	0.003268507825449336	0.029641185647425898	0.11026913242700127	0	0.0
baseline	generation_clean_l39_last_rows	39	A	514	0.0008509179563980891	0.007782101167315175	0.10934295739715444	0	0.0
