layer	track	group	expert	W	S	Q	dense_top1_wins	dense_top1_share	n_tokens
0	prefill	A_unsafe_redflag	143	0.016976660873066457	0.07453416149068323	0.22777020004697496	5	0.031055900621118012	161
0	prefill	A_unsafe_redflag	182	0.016775197578873392	0.16770186335403728	0.100029881859208	0	0.0	161
0	prefill	A_unsafe_redflag	89	0.016640283033208424	0.16149068322981366	0.1030417526287137	0	0.0	161
0	prefill	A_unsafe_redflag	81	0.016074687268890536	0.08695652173913043	0.18485890359224116	7	0.043478260869565216	161
0	prefill	A_unsafe_redflag	79	0.015904753418113555	0.09316770186335403	0.17071102002108549	4	0.024844720496894408	161
0	prefill	A_unsafe_redflag	116	0.015539422256946041	0.14906832298136646	0.10424362430701302	0	0.0	161
0	prefill	A_unsafe_redflag	58	0.014218671490921821	0.14285714285714285	0.09953070043645275	0	0.0	161
0	prefill	A_unsafe_redflag	188	0.013732106606190073	0.09316770186335403	0.1473912775731068	4	0.024844720496894408	161
0	prefill	A_unsafe_redflag	195	0.013676032915675734	0.14906832298136646	0.09174338747599138	0	0.0	161
0	prefill	A_unsafe_redflag	131	0.01359478339907846	0.13664596273291926	0.099489096693256	0	0.0	161
0	prefill	A_unsafe_redflag	243	0.012740364460054821	0.06832298136645963	0.186472607097166	5	0.031055900621118012	161
0	prefill	A_unsafe_redflag	173	0.012524451342340103	0.09316770186335403	0.13442911107445044	3	0.018633540372670808	161
0	prefill	A_unsafe_redflag	187	0.012311481535979956	0.08074534161490683	0.1524729636379056	3	0.018633540372670808	161
0	prefill	B_professional_or_descriptive	189	0.03186332889132156	0.20496894409937888	0.15545442277281127	17	0.10559006211180125	161
0	prefill	B_professional_or_descriptive	238	0.024122791007005175	0.21739130434782608	0.11096483863222381	0	0.0	161
0	prefill	B_professional_or_descriptive	30	0.02255208182100365	0.20496894409937888	0.11002682342974507	2	0.012422360248447204	161
0	prefill	B_professional_or_descriptive	236	0.020285103395082087	0.09937888198757763	0.20411885291301352	6	0.037267080745341616	161
