track	layer	rank	expert	delta_W	A_W	A_S	A_Q	B_W	B_S	B_Q	A_tokens	B_tokens
prefill	1	15	243	0.002647555282299923	0.004412551843847713	0.08074534161490683	0.05464775745072937	0.00176499656154779	0.018633540372670808	0.09472148213639807	161	161
prefill	1	16	157	0.002458551085448431	0.00415358386129324	0.024844720496894408	0.1671817504170529	0.0016950327758448083	0.018633540372670808	0.09096675897033804	161	161
prefill	1	17	72	0.002364614750995569	0.012122153091592947	0.08695652173913043	0.13940476055331888	0.009757538340597378	0.06832298136645963	0.14281487934874343	161	161
prefill	1	18	64	0.002215875353314126	0.00796415960991779	0.062111801242236024	0.12822296971967642	0.005748284256603664	0.049689440993788817	0.11568422066414874	161	161
prefill	1	19	13	0.0021731854396063732	0.004294826374973434	0.024844720496894408	0.17286676159268075	0.002121640935367061	0.018633540372670808	0.11386139686469893	161	161
prefill	1	20	65	0.0020290824607172566	0.009504812482738243	0.07453416149068323	0.12752290081007142	0.0074757300220209865	0.08074534161490683	0.09258404104195221	161	161
generation_clean	2	1	147	0.012601368673301	0.017341523372989474	0.122568093385214	0.14148480974153319	0.004740154699688475	0.024739583333333332	0.19160204259793415	514	768
generation_clean	2	2	193	0.010591213951435807	0.018408911038520995	0.10505836575875487	0.17522556062592207	0.007817697087085188	0.057291666666666664	0.136454349156396	514	768
generation_clean	2	3	242	0.008453097533753406	0.013246645839426075	0.09922178988326848	0.1335054110091177	0.0047935483056726685	0.036458333333333336	0.13148018209845033	514	768
generation_clean	2	4	15	0.008200280841071845	0.01263570273875633	0.07003891050583658	0.18040975577002094	0.004435421897684487	0.0390625	0.11354680058072286	514	768
generation_clean	2	5	178	0.007506519343478846	0.010443575068386508	0.07198443579766536	0.14508101581488286	0.002937055724907663	0.022135416666666668	0.1326858115722991	514	768
generation_clean	2	6	75	0.007359576628606119	0.012520851339999995	0.0914396887159533	0.13693016146297868	0.005161274711393876	0.041666666666666664	0.12387059307345302	514	768
generation_clean	2	7	159	0.005947192578108015	0.011635660760944707	0.07003891050583658	0.1661313786423772	0.005688468182836692	0.046875	0.1213539879005161	514	768
generation_clean	2	8	101	0.005769893666806058	0.007742229331587131	0.07782101167315175	0.09948764691089462	0.001972335664781073	0.022135416666666668	0.08910316415010965	514	768
generation_clean	2	9	56	0.005401874421755869	0.009942141686493022	0.07198443579766536	0.1381151574826328	0.004540267264737153	0.041666666666666664	0.10896641435369167	514	768
generation_clean	2	10	201	0.005380898664346953	0.007470086825889902	0.06420233463035019	0.11635226146992152	0.00208918816154295	0.0234375	0.0891386948924992	514	768
generation_clean	2	11	71	0.005295152710572344	0.010276843431333936	0.07003891050583658	0.1467304867696012	0.004981690720761592	0.033854166666666664	0.14715147975172704	514	768
generation_clean	2	12	58	0.005026971160383513	0.01207952104205987	0.05642023346303502	0.21409909709030253	0.007052549881676358	0.049479166666666664	0.14253574497703797	514	768
generation_clean	2	13	76	0.004947879344019412	0.013540857594117975	0.054474708171206226	0.2485714572634514	0.008592978250098563	0.040364583333333336	0.21288410632502244	514	768
generation_clean	2	14	115	0.004852519247060495	0.008650036244037596	0.06420233463035019	0.1347308675586462	0.0037975169969771	0.028645833333333332	0.1325678660762915	514	768
generation_clean	2	15	113	0.004408102589226382	0.01222406332780887	0.10116731517509728	0.1208301644325723	0.007815960738582489	0.06640625	0.11769917347512454	514	768
